Front	Back	Tags
"patient’s recovering muscle? Choice B: This pattern is typical of inflammatory myopathies such as polymyositis or dermatomyositis, where immune-mediated destruction of muscle fibers leads to necrosis and lymphocytic infiltration. In this case, there is no mention of systemic symptoms like rash, fatigue, or elevated creatine kinase, and the biopsy shows motor unit clustering without necrosis. This choice does not align with the patient's clinical and electrodiagnostic course. Choice C: Although type I fibers normally have more mitochondria due to their oxidative, fatigue-resistant nature, this is not a pathology—it’s a physiologic trait. Increased mitochondrial density would be expected in trained endurance athletes, not in a person recovering from a neurogenic injury. The patient's changes are structural and compensatory due to nerve injury, not training-induced adaptation. This is not the relevant histologic feature here. Choice D: This finding is associated with congenital myopathies, such as centronuclear or myotubular myopathy. These conditions usually present in infancy or childhood with hypotonia and delayed motor milestones. The adult-onset weakness following nerve injury in this case does not fit with a congenital process. Moreover, ringed fibers are not seen in reinnervation but rather in developmental myopathies, making this an incorrect option.
A. Central nuclei in muscle fibers B. Endomysial inflammation with necrotic fibers Bottom line: Denervation followed by reinnervation leads to fiber type grouping, where same-type muscle fibers cluster together. This is a hallmark of chronic neurogenic injury and recovery, not seen in primary myopathies. EMG and histology findings together can help differentiate neurogenic from myopathic processes. C. Increased mitochondrial density in type I fibers D. Peripheral displacement of nuclei with ringed fibers Histology Musculoskeletal (Miscellaneous) None Subject System Topic E. Type I and II cells fiber type grouping"	"B. Endomysial inflammation with necrotic fibers Bottom line: Denervation followed by reinnervation leads to fiber type grouping, where same-type muscle fibers cluster together. This is a hallmark of chronic neurogenic injury and recovery, not seen in primary myopathies. EMG and histology findings together can help differentiate neurogenic from myopathic processes.

The correct answer is B"	General
"Subject System Topic A 3-week-old newborn boy is brought to the clinic by his parents due to a firm mass
A. 1 B. 2 C. 4 D. 6 Electron micrograph of sarcomere. E. 7 Wrong answer explanations: Choice A: The sarcomere is defined as the distance between two Z-lines and represents the full contractile unit of muscle. During contraction, actin filaments slide toward the M-line, reducing the sarcomere length. This is the physical basis for muscle shortening and contraction. Therefore, the sarcomere does not maintain a fixed length. If this region were unaffected during contraction, muscle shortening would not be possible. Choice C: The M-band is the central part of the A-band, composed of proteins that help stabilize and cross-link thick myosin filaments. While the M-line itself doesn't ""shorten"" like the I-band or H-zone, it is not what the question is asking about. The A-band, not the M-band, is the correct answer because it spans the full length of the thick filaments and remains constant. The M-band is just a central anchor and does not represent the full unchanging band. Choice D: The I-band contains only thin actin filaments and spans from the end of one A-band to the beginning of another across a Z-line. During contraction, actin filaments slide over myosin, reducing the width of the I-band. This is one of the key changes visible during sarcomere shortening. The I-band shortens and does not remain constant in length. This eliminates it as the correct answer. Choice E: The H-zone is the region in the middle of the A-band that contains only thick (myosin) filaments with no actin overlap. As contraction proceeds and actin filaments slide inward, the H-zone becomes narrower or may disappear entirely. This change reflects the dynamic overlap between actin and myosin. Because the H-zone does not remain constant during contraction, it cannot be the correct answer. Its narrowing is a hallmark of active sarcomere shortening. Bottom line: The A-band represents the full length of thick myosin filaments and does not change in length during contraction. The I-band (actin only), H-zone (myosin only), and sarcomere length all shorten during contraction. Histology Musculoskeletal (Miscellaneous) None"	"C. 4

on the right side of his neck that they first noticed a few days ago"	General
"Choice B: Dermoid cysts are benign congenital lesions that result from ectodermal entrapment during embryogenesis. They are typically located near the midline of the body, including the neck, and often present in childhood or adolescence. These cysts are usually non-tender, mobile, and not associated with muscle trauma or asymmetry. The lateral location of the mass and history of forceps delivery strongly argue against a dermoid cyst. Additionally, dermoid cysts are not typically associated with torticollis or SCM findings. Choice D: Thyroglossal duct cysts are the most common congenital neck masses in children, but they are typically midline and move with swallowing or tongue protrusion, neither of which is seen in this infant. They are generally detected later in childhood, not in the neonatal period, unless they become infected. The absence of movement with swallowing, the lateral location of the mass, and the presence of a birth-related risk factor (forceps delivery) make this answer inconsistent with the presentation. Choice E: Reactive lymph nodes are common in infants and children but are typically associated with recent infections, such as upper respiratory tract illness or otitis media. They tend to be soft, mobile, and mildly tender, often located in the posterior triangle or submandibular regions. In this case, the baby has no signs of infection and presents with a
A. Branchial cleft cyst resulting from failed obliteration of embryonic cleft firm, non-tender mass in a specific location (SCM), with a clear history of birth trauma. These features make reactive lymphadenopathy an unlikely explanation for the findings. B. Congenital dermoid cyst arising from ectodermal entrapment C Fibromatosis colli from birth-related injury to the sternocleidomastoid Bottom line: . muscle Fibromatosis colli is a benign neck mass in infants due to birth trauma to the sternocleidomastoid muscle. It presents as a firm, lateral mass in the neck within the first few weeks of life, often with associated torticollis. Diagnosis is clinical, and treatment is conservative with physical therapy. D. Midline mass due to persistent thyroglossal duct remnant Anato Musculoskeletal (Congenital and developmental Non E. Reactive cervical lymphadenopathy secondary to recent viral infection my anomalies) e Subject System Topic A 16-year-old boy presents to the clinic after falling while skateboarding. He describes landing on his outstretched right hand and feeling immediate discomfort."	"D. 

Since the injury, he has had persistent pain in the central palm, with no numbness, The correct answer is D"	General
"injury mechanism does not suggest hamate trauma. Label E corresponds to the hamate and is not the correct choice. Choice F: The capitate is the largest carpal bone and is centrally located in the distal row. Fractures often require high-energy trauma and are associated with pain at the base of the middle finger or the central dorsal wrist. While the pain is central in this case, it is palmar, not dorsal, and there is no sign of significant trauma to suggest a capitate injury. The radiograph does not demonstrate capitate abnormality either. Label F is the capitate and not the likely fracture. Choice G: The triquetrum is located on the ulnar side of the wrist and can be injured with dorsal wrist impact or forced hyperextension. Triquetral fractures usually present with dorsal wrist pain, often after a direct blow or extension injury. In this case, the patient's symptoms are centered volarly in the palm, without pain near the ulnar or dorsal aspect
A. A of the wrist. The mechanism and exam findings are not consistent with triquetral injury. Label G identifies the triquetrum and is not the injured structure. B. B Choice H: The pisiform is a sesamoid bone located anterior to the triquetrum and is palpable on the ulnar side of the wrist. It is rarely fractured and typically causes pain over the hypothenar eminence. This patient has no hypothenar or ulnar-sided symptoms, and the described mechanism (FOOSH) is less likely to injure the pisiform. In addition, the C. C absence of sensory or motor findings in the ulnar distribution makes pisiform injury unlikely. Label H corresponds to the pisiform and is not the source of the pain. D. D Bottom line: E. E A FOOSH injury with central palmar pain and no snuffbox tenderness should raise suspicion for lunate fracture. Know the carpal bone anatomy in two rows: ""She Looks Too Pretty; Try To Catch Her"" — Scaphoid, Lunate, Triquetrum, Pisiform; Trapezium, Trapezoid, Capitate, Hamate. Lunate sits centrally in the proximal row and is commonly tested on F. F USMLE in cases like this. G. G Anatom Musculoskeletal (Bone/joint injuries and Non y infections) e H. H Subject System"	"B. B Choice H: The pisiform is a sesamoid bone located anterior to the triquetrum and is palpable on the ulnar side of the wrist. It is rarely fractured and typically causes pain over the hypothenar eminence. This patient has no hypothenar or ulnar-sided symptoms, and the described mechanism (FOOSH) is less likely to injure the pisiform. In addition, the

The correct answer is B"	General
"Subject System Topic
A. Ankylosing spondylitis B. Cervical spondylosis Cervical spondylosis. C. Cervical strain Wrong answer explanations: D. Herniated cervical disc Choice A: Ankylosing spondylitis (AS) typically affects young men under the age of 40 and presents with chronic inflammatory back pain that improves with exercise and worsens with rest. It commonly involves the sacroiliac joints and lumbar spine, with progressive stiffness and eventual spinal fusion if untreated. The cervical spine may be affected in E. Rheumatoid arthritis later stages, but it is not the usual initial site. Additionally, AS often presents with extra-articular features such as uveitis, enthesitis, or limited chest expansion, none of which are seen in this patient. The brief morning stiffness described is mechanical in nature, not the prolonged inflammatory stiffness of AS. Furthermore, imaging in AS shows sacroiliitis and syndesmophyte formation, not isolated degenerative changes with osteophytes as seen here. Choice C: Cervical strain, or neck muscle strain, is usually caused by an acute event such as a whiplash injury, poor posture, or muscle overuse. It typically presents with localized neck pain, muscle tenderness, and reduced range of motion due to pain, often without associated radiographic abnormalities. In this patient, the pain has been gradually progressive over months with no mention of trauma or muscular tenderness, making acute strain less likely. Additionally, the presence of degenerative changes such as osteophyte formation and foraminal narrowing on MRI cannot be explained by a simple muscle strain. The age of the patient and chronicity of symptoms further favor a degenerative etiology over a soft tissue injury. Choice D: A herniated cervical disc usually presents with radiculopathy, such as sharp or burning pain radiating down the arm, numbness, paresthesia, or weakness in a dermatomal distribution. In more severe cases, spinal cord compression may result in myelopathy, presenting with gait disturbances, hyperreflexia, or bowel/bladder dysfunction. However, this patient’s neurologic exam is entirely normal, with no signs of sensory or motor deficits. Additionally, MRI findings in herniated disc cases typically show focal protrusion or extrusion of disc material impinging on the nerve root or cord, rather than diffuse vertebral degeneration and osteophyte formation. The absence of compressive symptoms or signs rules out a clinically significant disc herniation. Choice E: Rheumatoid arthritis (RA) is an autoimmune inflammatory disease that classically affects middle-aged women with symmetric small joint involvement (e.g., MCP, PIP joints of the hands). Cervical spine involvement does occur, particularly at the atlantoaxial joint, and can be serious when present. However, it is rarely the initial or isolated manifestation. This patient lacks typical systemic features of RA, such as joint swelling, prolonged morning stiffness (>30 minutes), or elevated inflammatory markers. Additionally, imaging findings in RA would show erosions, joint space narrowing, and possibly pannus formation, not osteophyte development and multilevel degenerative disc changes. The demographics, clinical picture, and imaging all argue against RA. Bottom line: Cervical spondylosis is a common degenerative condition in older adults presenting with chronic neck pain. MRI findings often show disc space narrowing, osteophyte formation, and foraminal narrowing. USMLE may test this diagnosis when a patient >50 presents with neck pain and degenerative cervical spine findings without neurologic deficits. Anatomy Musculoskeletal (Spinal disorders and back pain) None"	"B. Cervical spondylosis Cervical spondylosis.

A 38-year-old man comes to the outpatient clinic with a 6-week history of right The correct answer is B"	General
"Subject System Topic
A. Anterior hip dislocation B. Femoral neck fracture C. Intertrochanteric fracture Anterior vs posterior hip dislocation. D. Posterior hip dislocation E. Slipped capital femoral epiphysis Wrong answer explanations: Choice A: Anterior dislocations are much less common than posterior and typically result from trauma involving abduction and external rotation forces on the hip. The limb in such cases appears externally rotated and slightly flexed, often without the significant shortening seen in posterior dislocations. In this case, the physical exam shows internal rotation and shortening, which contradicts the expected findings for anterior dislocation. Although the injury mechanism is traumatic, the leg position is not compatible with anterior dislocation. Choice B: Femoral neck fractures are common in older adults due to osteoporosis but may also occur in younger patients after high-energy trauma. They typically present with a shortened and externally rotated leg. However, this patient's age and mechanism of injury make posterior dislocation more likely. Additionally, femoral neck fractures usually do not cause the marked internal rotation seen here. The absence of bony deformity or crepitus further argues against this diagnosis. Choice C: Intertrochanteric fractures also tend to produce shortened and externally rotated legs. They are typically seen in elderly patients and result from falls, not high-velocity trauma. The presence of internal rotation here contradicts this possibility. Moreover, intertrochanteric fractures would likely show local tenderness, swelling, or crepitus, none of which are described. The clinical scenario strongly favors a dislocation rather than a fracture. Choice E: SCFE occurs in adolescents, typically obese males aged 10–16, due to shear stress at the growth plate. It causes chronic hip or knee pain and limp, rather than acute post-traumatic symptoms. Physical exam usually reveals external rotation of the affected leg, not internal. The age of this patient (27 years) and the mechanism (MVA) do not fit with SCFE. This diagnosis can be ruled out based on demographics and presentation alone. Bottom line: Posterior hip dislocation is the most common type and presents with a shortened, internally rotated leg. Often occurs in dashboard trauma scenarios, requiring prompt reduction to prevent avascular necrosis. USMLE tests leg position as a key diagnostic clue to distinguish dislocations and fractures. Anatom Musculoskeletal (Bone/joint injuries and Non y infections) e"	"E. Slipped capital femoral epiphysis Wrong answer explanations: Choice A: Anterior dislocations are much less common than posterior and typically result from trauma involving abduction and external rotation forces on the hip. The limb in such cases appears externally rotated and slightly flexed, often without the significant shortening seen in posterior dislocations. In this case, the physical exam shows internal rotation and shortening, which contradicts the expected findings for anterior dislocation. Although the injury mechanism is traumatic, the leg position is not compatible with anterior dislocation. Choice B: Femoral neck fractures are common in older adults due to osteoporosis but may also occur in younger patients after high-energy trauma. They typically present with a shortened and externally rotated leg. However, this patient's age and mechanism of injury make posterior dislocation more likely. Additionally, femoral neck fractures usually do not cause the marked internal rotation seen here. The absence of bony deformity or crepitus further argues against this diagnosis. Choice C: Intertrochanteric fractures also tend to produce shortened and externally rotated legs. They are typically seen in elderly patients and result from falls, not high-velocity trauma. The presence of internal rotation here contradicts this possibility. Moreover, intertrochanteric fractures would likely show local tenderness, swelling, or crepitus, none of which are described. The clinical scenario strongly favors a dislocation rather than a fracture. Choice E: SCFE occurs in adolescents, typically obese males aged 10–16, due to shear stress at the growth plate. It causes chronic hip or knee pain and limp, rather than acute post-traumatic symptoms. Physical exam usually reveals external rotation of the affected leg, not internal. The age of this patient (27 years) and the mechanism (MVA) do not fit with SCFE. This diagnosis can be ruled out based on demographics and presentation alone. Bottom line: Posterior hip dislocation is the most common type and presents with a shortened, internally rotated leg. Often occurs in dashboard trauma scenarios, requiring prompt reduction to prevent avascular necrosis. USMLE tests leg position as a key diagnostic clue to distinguish dislocations and fractures. Anatom Musculoskeletal (Bone/joint injuries and Non y infections) e

A 26-year-old man presents to the emergency department after being involved in a The correct answer is E"	General
"Choice B: Lateral meniscal tears generally result from twisting injuries, especially with the foot planted and the knee slightly flexed. Symptoms may include joint line tenderness, mechanical symptoms such as clicking or locking, and intermittent effusion. This patient has no mechanical symptoms and no twisting mechanism. Furthermore, meniscal tears do not cause posterior sagging of the tibia or excessive posterior translation. The described injury and exam findings are not consistent with meniscal pathology. A meniscus tear would not explain the tibial position change noted here. Choice C: Medial collateral ligament (MCL) injuries usually result from valgus stress to the knee, such as being hit from the lateral side. MCL injuries present with localized medial joint line tenderness and sometimes mild swelling. The patient typically maintains knee stability, and there is no posterior displacement of the tibia. This patient sustained a direct anterior blow to the tibia, and exam findings show posterior translation, not valgus instability. There is no localized tenderness to suggest an isolated MCL injury. This diagnosis is not consistent with the current presentation.
A. Anterior cruciate ligament tear Choice D: Patellar tendon rupture typically presents with inability to extend the knee, often accompanied by a high-riding patella (patella alta) on physical exam. It usually occurs in athletes or middle-aged adults during forceful quadriceps contraction, such as landing from a jump. There is often a palpable gap below the patella, and patients cannot perform a straight-leg raise. This patient does not report extension weakness, and there is no mention of patellar malposition or tendon disruption. The mechanism — direct blow to the tibia — also does not align with patellar tendon rupture. B. Lateral meniscus tear C. Medial collateral ligament tear Bottom line: D. Patellar tendon rupture Posterior cruciate ligament injury is caused by a direct posterior force on the proximal tibia, such as hitting the dashboard in a car crash. Findings include posterior displacement of the tibia relative to the femur and increased posterior translation on exam. Diagnosis is clinical, supported by exam and mechanism, and confirmed with MRI. E. Posterior cruciate ligament tear Anatom Musculoskeletal (Bone/joint injuries and Non y infections) e Subject System"	"C. Medial collateral ligament tear Bottom line:

A 25-year-old man comes to the emergency department due to pain in his right hand after falling off his bicycle earlier today"	General
"Choice B: A distal radius fracture, such as a Colles fracture, typically results from a fall onto an outstretched hand (FOOSH) and presents with wrist pain, swelling, and sometimes visible deformity. This patient landed directly onto the palm rather than the outstretched wrist, and there is no swelling or visible deformity. Additionally, the pain is localized to the hypothenar region, not over the distal radius. Ulnar nerve symptoms are uncommon in distal radius fractures unless there is significant displacement or associated soft tissue injury. The clinical presentation is not consistent with this diagnosis. Choice D: Scaphoid fractures are the most common carpal fractures, often resulting from FOOSH injuries. They present with pain and tenderness in the anatomic snuffbox (dorsoradial wrist) and are more likely to result in complications such as avascular necrosis. However, this patient has pain on the ulnar side of the palm and paresthesia in the ulnar nerve distribution, which are not typical of scaphoid injury. Additionally, the mechanism of injury was direct impact through the palm, not a fall on an outstretched wrist. Choice E: Triquetrum fractures are the second most common carpal fractures and usually present with dorsal wrist pain, not hypothenar pain. They can result from forced wrist extension or direct trauma but are located posteriorly, unlike the hamate which lies in the anterior ulnar palm. These injuries also do not cause ulnar nerve symptoms, as the
A. Carpal tunnel syndrome triquetrum is not in proximity to the Guyon canal. The absence of dorsal wrist pain makes this diagnosis unlikely, and the presence of sensory findings points instead toward a hamate fracture. B. Distal radius fracture C. Hook of hamate fracture Bottom line: Hook of hamate fractures result from direct trauma to the palm (e.g., handlebar or racquet sports injury). Associated with ulnar nerve compression in the Guyon canal: look for paresthesia in the ring and little fingers. X-rays may be normal; diagnosis may require high suspicion and advanced imaging. D. Scaphoid fracture E. Triquetrum fracture Anatom Musculoskeletal (Bone/joint injuries and Non y infections) e Subject System Topic"	"D. Scaphoid fracture

A 49-year-old man presents to the clinic with anterior knee pain and swelling that The correct answer is D"	General
"anterior knee and associated with kneeling, which is not consistent with anserine bursitis. His occupation and swelling location strongly favor prepatellar bursitis. There is also no mention of pain with valgus stress or tenderness along the pes anserinus. Choice B: Cellulitis is a bacterial skin infection that presents with diffuse erythema, warmth, swelling, and tenderness. Systemic symptoms such as fever and chills are often present, and the skin may appear shiny or stretched. This patient is afebrile and has no erythema or warmth, and the swelling is localized over the patella rather than diffuse over the lower extremity. His symptoms have developed gradually without signs of infection. Cellulitis should not be diagnosed in the absence of inflammatory skin changes. Choice C: Patellar tendinopathy (""jumper’s knee"") typically presents in younger, athletic individuals, often from sports involving jumping or repetitive quadriceps loading. Pain is typically located at the inferior pole of the patella and worsens with resisted knee extension. In this case, the patient has no pain with range of motion or resistance testing, and his pain is from kneeling pressure rather than dynamic motion. His occupation, age, and presentation do not fit the typical profile for patellar tendinopathy. Additionally, tendinopathy does not produce the kind of anterior soft tissue swelling seen here.
A. Anserine bursitis Choice E: Septic arthritis presents with severe pain, joint effusion, and significant limitation of active and passive motion, often accompanied by systemic symptoms such as fever. The joint is typically warm, swollen, and very tender, and patients are often unable to bear weight or tolerate movement. This patient is afebrile and has no joint effusion or B. Cellulitis movement limitation, making septic arthritis very unlikely. The swelling is localized superficially, and there is no indication of intra-articular infection. Septic arthritis should not be diagnosed in the absence of joint signs and systemic illness. C. Patellar tendinopathy Bottom line: D. Prepatellar bursitis Prepatellar bursitis presents with anterior knee pain and swelling in individuals with frequent kneeling or direct pressure on the patella. Physical exam shows localized anterior swelling with preserved range of motion and no signs of joint involvement. Diagnosis is clinical; treatment is conservative with NSAIDs and activity modification. E. Septic arthritis Pathophysiolo Musculoskeletal (Bone/joint injuries and Non gy infections) e Subject System"	"B. Cellulitis movement limitation, making septic arthritis very unlikely. The swelling is localized superficially, and there is no indication of intra-articular infection. Septic arthritis should not be diagnosed in the absence of joint signs and systemic illness.

The correct answer is B"	General
"range of motion is preserved. However, the patient experiences a sudden sharp pain when asked to tuck her thumb into her palm, wrap her fingers around it, and bend her wrist toward the ulna. No other joint involvement is noted, and neurologic examination of the upper limb is normal. Which of the following best describes this Finkelstein test. patient’s condition? This is a localized mechanical issue, not systemic. The underlying pathophysiology is tenosynovial inflammation, not joint capsule or nerve involvement. The lack of erythema, swelling, or neurological deficits rules out infectious or compressive neuropathies. Because she is breastfeeding, avoiding aggravating motion is not practical, so steroid injection is
A. Entrapment of a peripheral nerve at the wrist often needed for prompt relief and restoration of function. B. Inflammation of tendon sheaths controlling thumb movement C. Joint capsule inflammation involving the radiocarpal articulation D. Postpartum overuse injury of a flexor muscle insertion Wrong answer explanations: E. Systemic inflammatory condition with asymmetric joint involvement Choice A: Peripheral nerve entrapment, such as carpal tunnel syndrome, involves compression of the median nerve at the carpal tunnel and typically presents with sensory symptoms—not isolated pain—such as numbness, tingling, or burning in the thumb, index, middle, and radial half of the ring finger. Patients often report nocturnal paresthesias, hand clumsiness, and sometimes thenar muscle atrophy. This patient's symptoms are purely mechanical, with no sensory disturbance, motor weakness, or nocturnal worsening. Moreover, the pain is localized to the radial styloid, not the volar aspect of the wrist, and is provoked by a positive Finkelstein maneuver, which implicates tendon sheath inflammation rather than nerve entrapment. Choice C: Inflammation of the wrist joint capsule—whether due to synovitis, arthritis, or joint effusion—typically causes diffuse wrist pain, visible swelling, and limited passive range of motion, especially in cases of inflammatory arthritis. This patient, however, has no swelling, normal passive ROM, and pain that is sharply elicited by a specific maneuver involving the thumb and wrist (Finkelstein test). The pain is also focal over the first dorsal compartment, rather than generalized to the radiocarpal joint. Additionally, there is no morning stiffness or other signs suggesting joint inflammation. These features argue strongly against radiocarpal synovitis or capsulitis as the cause. Choice D: Overuse injuries involving flexor tendons typically affect the volar (palmar) side of the wrist or medial elbow (e.g., medial epicondylitis) and are provoked by wrist flexion, forearm pronation, or gripping activities. This patient’s pain is clearly located on the radial (lateral) aspect of the wrist and is exacerbated by thumb flexion and ulnar deviation, not flexion of the wrist or forearm muscles. Furthermore, the first dorsal compartment contains extensor tendons, not flexors, and the Finkelstein test targets this specific structure. This pattern of findings does not support a flexor-based overuse injury and makes this choice incorrect. Choice E: Although postpartum autoimmune flares can occur, this patient's symptoms are isolated, mechanical, and not migratory or systemic. Inflammatory conditions like rheumatoid arthritis or seronegative spondyloarthropathies typically present with multiple joint involvement, morning stiffness lasting >30–60 minutes, fatigue, or other systemic signs such as rash, weight loss, or uveitis. There are no constitutional symptoms, no bilateral or symmetric joint complaints, and no signs of synovitis or erosive disease. Her pain is provoked by a biomechanical maneuver and is well-localized, which is not typical for systemic inflammatory arthritides. Bottom line: De Quervain tenosynovitis is caused by inflammation of the tendon sheaths of the first dorsal compartment, especially in postpartum women. It presents with radial wrist pain exacerbated by Finkelstein’s maneuver. Pathology Musculoskeletal (Miscellaneous) None Subject System Topic"	"E. Systemic inflammatory condition with asymmetric joint involvement Choice A: Peripheral nerve entrapment, such as carpal tunnel syndrome, involves compression of the median nerve at the carpal tunnel and typically presents with sensory symptoms—not isolated pain—such as numbness, tingling, or burning in the thumb, index, middle, and radial half of the ring finger. Patients often report nocturnal paresthesias, hand clumsiness, and sometimes thenar muscle atrophy. This patient's symptoms are purely mechanical, with no sensory disturbance, motor weakness, or nocturnal worsening. Moreover, the pain is localized to the radial styloid, not the volar aspect of the wrist, and is provoked by a positive Finkelstein maneuver, which implicates tendon sheath inflammation rather than nerve entrapment. Choice C: Inflammation of the wrist joint capsule—whether due to synovitis, arthritis, or joint effusion—typically causes diffuse wrist pain, visible swelling, and limited passive range of motion, especially in cases of inflammatory arthritis. This patient, however, has no swelling, normal passive ROM, and pain that is sharply elicited by a specific maneuver involving the thumb and wrist (Finkelstein test). The pain is also focal over the first dorsal compartment, rather than generalized to the radiocarpal joint. Additionally, there is no morning stiffness or other signs suggesting joint inflammation. These features argue strongly against radiocarpal synovitis or capsulitis as the cause. Choice D: Overuse injuries involving flexor tendons typically affect the volar (palmar) side of the wrist or medial elbow (e.g., medial epicondylitis) and are provoked by wrist flexion, forearm pronation, or gripping activities. This patient’s pain is clearly located on the radial (lateral) aspect of the wrist and is exacerbated by thumb flexion and ulnar deviation, not flexion of the wrist or forearm muscles. Furthermore, the first dorsal compartment contains extensor tendons, not flexors, and the Finkelstein test targets this specific structure. This pattern of findings does not support a flexor-based overuse injury and makes this choice incorrect. Choice E: Although postpartum autoimmune flares can occur, this patient's symptoms are isolated, mechanical, and not migratory or systemic. Inflammatory conditions like rheumatoid arthritis or seronegative spondyloarthropathies typically present with multiple joint involvement, morning stiffness lasting >30–60 minutes, fatigue, or other systemic signs such as rash, weight loss, or uveitis. There are no constitutional symptoms, no bilateral or symmetric joint complaints, and no signs of synovitis or erosive disease. Her pain is provoked by a biomechanical maneuver and is well-localized, which is not typical for systemic inflammatory arthritides. Bottom line: De Quervain tenosynovitis is caused by inflammation of the tendon sheaths of the first dorsal compartment, especially in postpartum women. It presents with radial wrist pain exacerbated by Finkelstein’s maneuver. Pathology Musculoskeletal (Miscellaneous) None Subject System Topic

The correct answer is E"	General
"The correct answer is A
A. Calcium pyrophosphate crystal deposits B. Deposition of monosodium urate crystals C. Focal loss of hyaline cartilage with subchondral bone thickening D. Granulomatous inflammation E. Synovial pannus Choice B: This describes gout, which typically presents with sudden onset of severe monoarthritis, most often involving the first metatarsophalangeal joint. Synovial fluid shows needle-shaped, negatively birefringent urate crystals. Gout does not cause symmetric joint involvement or lead to chronic marginal erosions on imaging in the same distribution seen here. Choice C: These are hallmark findings of osteoarthritis (OA), a degenerative joint disease that typically affects weight-bearing joints and the hands, often involving the DIP and PIP joints in an asymmetric pattern. It usually does not cause prolonged morning stiffness or systemic inflammation. X-rays in OA reveal joint space narrowing, osteophyte formation, subchondral sclerosis, and cysts, all of which result from chronic mechanical stress and cartilage degeneration. Choice D: Granulomas are typically associated with chronic infections (like tuberculosis) or sarcoidosis, not rheumatoid arthritis. Although rheumatoid nodules may exhibit central necrosis and palisading histiocytes (which resemble granulomas), the synovial membrane in RA shows dense lymphoplasmacytic infiltrates and pannus formation, not classic granulomatous inflammation. Bottom line: Synovial pannus, a hyperplastic invasive tissue, is the hallmark histologic feature of rheumatoid arthritis and leads to progressive joint destruction. Histolog Musculoskeletal (Arthritis and Non y spondyloarthropathies) e"	"A. Calcium pyrophosphate crystal deposits

The correct answer is A"	General
"Ewing sarcoma. Which of the following is the most likely diagnosis? Choice C: Metastatic prostate cancer typically produces osteoblastic (sclerotic) lesions, particularly in the spine, pelvis, and ribs, rather than lytic lesions with calcifications. Although the pelvis is a common site for metastasis, this patient has a focal lytic lesion with cartilage matrix, which is uncharacteristic for prostate metastasis. Histology would reveal glandular structures with prominent nucleoli consistent with adenocarcinoma, not neoplastic chondrocytes embedded in lacunae. Furthermore, this patient has no urinary symptoms, no known diagnosis of prostate cancer, and no reported elevated PSA level, which weakens the case for this option. The chronic, progressive hip pain described is more compatible with a primary bone tumor rather than metastatic disease. Prostate cancer metastasis usually presents with diffuse bony involvement rather than isolated lesions. Choice D: Osteoblastoma is a rare, benign bone tumor that typically affects young adults, usually under 30, and most commonly involves the posterior elements of the spine. While it can also affect long bones, it rarely presents in the pelvis or in older individuals like the patient in this case. Radiographically, it appears as a lytic lesion with central mineralization but does not show chondroid calcification or aggressive destruction. Histologically, osteoblastoma produces woven bone and osteoid, with prominent osteoblasts, and lacks the neoplastic cartilage cells in lacunae seen in this specimen. Choice E: Osteosarcoma is the most common primary malignant bone tumor in adolescents and young adults, although it can occur in older adults with Paget disease or prior radiation exposure. It typically arises in the metaphysis of long bones, especially around the knee, and presents with pain and swelling. Radiographic features often include a
A. Chondrosarcoma sunburst pattern (spiculated new bone formation) or Codman triangle (aggressive periosteal elevation), which are absent in this case. Histology would demonstrate pleomorphic osteoblasts producing malignant osteoid, not chondrocytes embedded in lacunae, which is a key distinguishing feature. While some osteosarcomas may have chondroblastic differentiation, the dominant histologic pattern here is cartilaginous. This patient's age, lesion location, and biopsy findings make chondrosarcoma much more likely. B. Ewing sarcoma C. Metastatic prostate cancer D. Osteoblastoma E. Osteosarcoma Osteosarcoma. Codman triangle (arrow); sunburst appearance (star). Bottom line: Chondrosarcoma is a malignant cartilage-forming tumor most common in older adults. Histology shows neoplastic chondrocytes embedded in lacunae in a cartilaginous matrix. Appears radiographically as lytic lesions with stippled or ring-like calcifications. The histo image is extremely buzzy for USMLE. Histolog Musculoskeletal (Bone tumors and tumor-like Non y lesions) e Subject System Topic"	"C. Metastatic prostate cancer

The correct answer is C"	General
