Front	Back	Tags
"A 33-year-old construction worker comes to the clinic due to pain in his left knee that started 2 weeks ago after he pivoted awkwardly while stepping off scaffolding. He says the pain is located on the inner side of the knee and occasionally feels like something is ""stuck"" when he tries to fully straighten it. He reports a few instances of a clicking sensation during extension while transitioning from a squatting to a standing position. He denies instability or swelling, but avoids kneeling or crouching due to discomfort. On examination, there is localized tenderness along the medial joint line, and when the leg is externally rotated during extension from a flexed position, he winces and describes a catching sensation. There is no visible effusion, and the remainder of the exam is unremarkable. Which of the following is the most likely diagnosis?"	Medial meniscus tears cause medial knee pain with locking or catching, often after twisting trauma. Exam findings include medial joint line tenderness and pain/clicking with external rotation during extension. Diagnosis is clinical; confirmed by MRI, treated with conservative care or arthroscopy depending on severity.<br><br>Correct answer letter: B	msk::knee
A 42-year-old woman comes to the clinic with concerns about knee pain and stiffness that have developed gradually over the past 6 weeks. She describes aching in both knees, especially after a long day of teaching, and notes that the pain is worse when going up or down stairs. The stiffness tends to occur after prolonged sitting and improves somewhat with movement. She reports no redness, warmth, or swelling in the joints. Over the past year, she has gained about 9 kg (20 lb) due to emotional eating after her father’s passing. She admits to minimal exercise lately but had recently attempted to rejoin a weekend hiking group. After a few hikes, she found that her knee pain significantly worsened, which discouraged her from continuing. She has no history of joint disease, but her mother underwent knee replacement surgery in her 60s. She smokes about half a pack of cigarettes daily and has done so for nearly two decades. Her diet is irregular, and she often eats takeout or processed foods. She has no morning stiffness, no involvement of her hands or other joints, and no history of inflammatory disease. She takes no medications and has no allergies. On exam, her height is 168 cm (5 ft 6 in) and weight is 91 kg (200 lb), giving her a BMI of 32.2 kg/m². Knee examination shows full range of motion, no effusion, and mild crepitus during flexion and extension. No tenderness is present over the joint lines or ligaments, and there is no erythema. Strength, sensation, and reflexes are intact in both lower extremities. The patient asks how she can reduce her risk of long-term joint problems. Which of the following is the most appropriate recommendation?	Obesity is the strongest modifiable risk factor for knee osteoarthritis. Weight loss reduces joint stress and slows disease progression, making it the most appropriate preventive intervention for this patient. 28.1 A.Abnormal development of the acetabulum leading to hip instability and subluxation B.Chronic autoimmune inflammation of the synovium causing progressive joint erosion C.Idiopathic disruption of blood flow to the femoral capital epiphysis leading to necrosis D.Mechanical failure of the growth plate resulting in posterior epiphyseal displacement E.Post-viral inflammation of the hip joint causing transient joint effusion and pain PathophysiologySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNone 29.1 A.Bony erosion of underlying carpal bones B.Complete resolution of the lesion over time C.Development of suppurative tenosynovitis D.Local skin ulceration due to progressive expansion E.Malignant transformation into soft tissue sarcoma PathophysiologySubjectMusculoskeletal (Miscellaneous)SystemNoneTopic<br><br>Correct answer letter: E	msk::hip
A 7-year-old boy is brought to the clinic due to a persistent limp and decreased activity over the past 6 weeks. His parents note that he used to be very active but now avoids running and complains of stiffness in the morning. There is no fever, rash, trauma, or recent illness. The child denies night sweats or weight loss. He is of normal weight and height and has met all developmental milestones. On physical exam, internal rotation and abduction of the right hip elicit discomfort. Gait assessment reveals mild antalgic walking and subtle pelvic drop on the left when standing on the right leg. There is no joint effusion, warmth, or swelling noted. A pelvic radiograph is obtained and shown below. Which of the following best explains this patient’s current condition?	Legg-Calvé-Perthes disease = idiopathic avascular necrosis of the femoral head in boys aged 4–8. X-ray shows a “contracted” or flattened femoral head, not seen in SCFE or transient synovitis. Diagnosis is clinical + radiographic; early recognition prevents long-term joint deformity.<br><br>Correct answer letter: C	msk::hip
A 26-year-old man presents to the outpatient clinic for evaluation of a swelling on the back of his right wrist, which he noticed about a month ago. He says it has remained painless and has not changed in size over the past two weeks. He works as a graphic designer and frequently uses a keyboard and mouse but denies any recent trauma, weakness, or numbness. He has no history of systemic disease, fever, or weight loss. He states that the mass is sometimes more prominent at the end of the day but does not interfere with daily activities. On physical examination, the wrist is non-tender with full active and passive range of motion. A 2-cm, soft, well- circumscribed swelling is noted on the dorsal aspect of the wrist, as seen in the image below. The mass is freely mobile under the skin and does not elicit pain on palpation. There is no overlying erythema, warmth, or fluctuation. Neurologic exam of the upper extremities is normal. Which of the following is the most likely outcome if this condition is left untreated?	Ganglion cysts are benign synovial fluid–filled swellings, most commonly found on the dorsal wrist. Asymptomatic lesions are managed with observation, and many resolve spontaneously without intervention. They do not erode bone, ulcerate, suppurate, or become malignant. 30.1 A.Coracobrachialis B.Pectoralis minor C.Subscapularis D.Teres major E.Triceps brachii AnatomySubjectMusculoskeletal (Shoulder issues)SystemNoneTopic 31.1 A.Diastasis recti B.Epigastric hernia C.Lipoma D.Paraumbilical hernia E.Rectus sheath hematoma AnatomySubjectMusculoskeletal (Structural disorders)SystemNone<br><br>Correct answer letter: B	msk::shoulder
A 40-year-old woman presents with difficulty moving her right arm behind her back and discomfort in her shoulder for the past several weeks. She says the pain started gradually and is most noticeable when reaching to fasten her bra or retrieve items from her back pocket. She denies trauma, numbness, tingling, or prior shoulder surgery. The pain is dull, localized to the anterior shoulder, and not aggravated by overhead activity. It does not interfere with sleep. On physical examination, there is no swelling or asymmetry. Active range of motion is full in flexion and abduction. When asked to place the back of her hand against her lower back with her palm facing outward, she is unable to lift the hand away from her back. The movement reproduces her discomfort. The remainder of the shoulder exam is unremarkable. Which of the following muscles is most likely injured?	The subscapularis is the only rotator cuff muscle responsible for medial rotation and adduction of the shoulder. It is tested using the Gerber lift-off test, which isolates internal rotation strength. Inability to perform this maneuver suggests subscapularis tendon injury, even if other shoulder movements are preserved.<br><br>Correct answer letter: C	msk::shoulder
A 52-year-old man comes to the clinic for evaluation of a bulge in his upper abdomen. He first noticed the swelling about a year ago when doing core exercises and says it has become more visible over time, especially when he tenses his abdominal muscles. He reports no pain, nausea, vomiting, or change in bowel habits. His medical history is unremarkable, and he has never had abdominal surgery. He takes no medications and denies weight loss or fevers. On physical examination, a small, firm, non-tender midline mass is palpated between the xiphoid process and the umbilicus. The mass becomes more prominent when the patient is asked to lift his head while lying supine and disappears at rest. There is no erythema, no overlying skin changes, and the rest of the abdominal exam is normal. Which of the following is the most likely diagnosis?	Epigastric hernias occur in the midline above the umbilicus, through a defect in the linea alba. They are distinct from paraumbilical hernias based on location and are often reducible and asymptomatic. Diagnosis is based on anatomical site and dynamic exam findings, especially increased prominence with straining. 32.1 A.Carpal tunnel syndrome B.De Quervain tenosynovitis C.Dupuytren contracture D.Rheumatoid arthritis E.Trigger finger PathologySubjectMusculoskeletal (Structural disorders)SystemNoneTopic<br><br>Correct answer letter: B	msk::arthritis
A 70-year-old man comes to the clinic because of progressive difficulty using his right hand. He says that over the past several years he has noticed increasing stiffness and trouble extending some of his fingers, which makes it harder to grasp objects and perform daily tasks. He denies any trauma, redness, or acute pain. His past medical history includes type 2 diabetes mellitus, hypertension, and chronic alcohol use. He is retired from construction work and spends most of his time at home. He reports no numbness or tingling but says that his hand sometimes feels “tight.” He notes the fingers never “snap back” into place once bent, and the stiffness remains constant rather than intermittent. Examination reveals palpable cords in the palm, and the hand lesion is demonstrated in the image. Sensation and pulses are intact. Which of the following is the most likely diagnosis?	Dupuytren contracture is a fibroproliferative disorder of the palmar fascia causing fixed flexion contractures with palpable cords, most often in the ring and little fingers, strongly associated with alcoholism, diabetes, epilepsy, and Northern European ancestry. 33.1 A.Autoimmune inflammation of the periosteum B.Deficient osteoblast recruitment and activation C.Decreased osteoclast resorption activity D.Impaired calcium sensing by the parathyroid glands E.Increased bone turnover due to dysregulated remodeling PathophysiologySubjectMusculoskeletal (Metabolic bonedisorders)SystemNoneTopic 34.1 A.Autoimmune synovial inflammationB.Cartilage degeneration with subchondral bone remodelingC.Immune complex deposition in synoviumD.Neutrophilic infiltration causing joint destructionE.Pannus formation invading cartilage PathologySubjectMusculoskeletal (Arthritis andspondyloarthropathies)SystemNone 35.1 A.Anterior cruciate ligament tear B.Lateral collateral ligament injury C.Medial collateral ligament injury D.Medial meniscus tear E.Posterior cruciate ligament tear AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic<br><br>Correct answer letter: C	msk::bone_tumors_metabolic
A 76-year-old man comes to the clinic due to progressive difficulty hearing over the past year and a sensation of fullness in his right ear. He also reports that he recently had to purchase a larger hat because his old one felt tight. He denies ear pain, discharge, or prior surgeries. His past medical history includes type 2 diabetes mellitus and osteoarthritis. He takes metformin and acetaminophen as needed. On examination, there is bilateral frontal bossing and thickening of the skull bones. Neurologic exam reveals decreased hearing on the right but is otherwise normal. Laboratory evaluation shows normal serum calcium, phosphate, and parathyroid hormone levels. Serum alkaline phosphatase is markedly elevated. A lateral skull x- ray reveals thickened calvarium with areas of both lucency and sclerosis, producing a “cotton wool” appearance. The patient is otherwise asymptomatic and denies bone pain or recent fractures. His vitals are stable, and he has no focal tenderness or neurologic deficits. He is referred to endocrinology for further evaluation and counseling. Which of the following best describes the underlying pathophysiology of this patient’s condition?	Paget disease of bone is caused by excessive and disorganized bone remodeling driven by initial overactivity of osteoclasts followed by compensatory, chaotic osteoblast activity. This results in elevated ALP, normal serum calcium/phosphate/PTH, and a high bone turnover state with deformities, especially in the skull, spine, and pelvis.<br><br>Correct answer letter: E	msk::spine_back
A 54-year-old man presents to the clinic complaining of progressive rightknee pain that began over the past year. The pain worsens after long walks orclimbing stairs and improves with rest. He denies morning stiffness lastinglonger than 15 minutes and has no joint swelling or redness. He takes nomedications and has no significant past medical history. His BMI is 33. Physicalexam shows crepitus and tenderness along the medial joint line of the rightknee. His fingers show bony enlargement of the distal interphalangeal jointsbilaterally. X-rays of the knee reveal asymmetric joint space narrowing,subchondral sclerosis, and marginal osteophytes. Synovial fluid analysisreveals a white blood cell count of 900/µL and normal ESR. Which of thefollowing best explains the primary pathological process causing hissymptoms?	Osteoarthritis is a non-inflammatory joint disease caused by mechanical cartilage breakdown and subchondral bone remodeling, classically presenting with asymmetric joint involvement and low synovial WBC count. Inflammatory joint diseases show immune-mediated features and symmetric joint involvement.<br><br>Correct answer letter: B	msk::knee
A 24-year-old man is brought to the emergency department after injuring his right knee while playing in a local soccer match. He says he twisted his leg while rapidly pivoting to change direction and immediately felt a sudden popping sensation followed by severe pain and swelling. He was unable to continue playing and had difficulty walking off the field. He denies any recent trauma to the head or any similar prior injuries. On examination, the right knee is swollen with a moderate effusion. There is marked tenderness over the anterior knee. The Lachman test reveals increased anterior displacement of the tibia compared to the contralateral side. The patient has no signs of neurovascular compromise. Which of the following is the most likely diagnosis?	Anterior cruciate ligament tears typically follow a non-contact pivoting injury with a popping sound and rapid knee effusion. The Lachman test and anterior drawer test can be used for diagnosis. MRI confirms the diagnosis, and young athletes usually require surgical reconstruction with physical therapy. 36.1 A.Birth trauma B.Child abuse C.Osteogenesis imperfecta D.Physiologic bone fragility E.Vitamin D deficiency PathologySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic 37.1 A.Electromyography and nerve conduction studies and anti-Jo1antibodiesB.Lumbar puncture for albuminocytologic dissociationC.MRI for white matter plaquesD.Serum protein electrophoresisE.Sural nerve biopsy PathologySubjectMusculoskeletal (Muscular disorders)SystemNoneTopic<br><br>Correct answer letter: A	msk::knee
A 3-month-old boy is brought to the emergency department after his parents report that he rolled off a couch and fell approximately 40 cm (16 inches) onto a carpeted floor. They state that he cried briefly but then seemed “fine,” although over the past few hours he has refused to feed and keeps his left arm stiffly at his side. He was born at term following an uncomplicated pregnancy and delivery. He is in the 30th percentile for weight, 40th percentile for length, and 50th percentile for head circumference. Vital signs are within normal limits. Physical examination reveals mild swelling and ecchymosis over the left upper arm, with decreased spontaneous movement of that extremity. No other bruising, oral injuries, or retinal findings are noted. A radiograph of the left humerus is shown. Which of the following is the most likely explanation for this injury?	Spiral fractures are virtually always child abuse on USMLE. They occur due to rotational force applied to the bone.<br><br>Correct answer letter: B	msk::bone_tumors_metabolic
A 61-year-old man comes to the clinic due to a 2-month history of difficultyrising from chairs and climbing stairs. He reports no recent trauma but says hehas been feeling more fatigued and occasionally short of breath whenexerting himself. Medical history is significant for type 2 diabetes mellitus andhypertension, both well controlled. He does not use tobacco, alcohol, or illicitdrugs. Physical examination shows symmetric weakness in the deltoid, biceps,and quadriceps muscles bilaterally. There is no rash, sensory loss, or jointswelling. Deep tendon reflexes are preserved. Laboratory results show acreatine kinase level of 3,200 U/L (normal: 22–198), and erythrocytesedimentation rate is 72 mm/hr. Which of the following is the mostappropriate next step in diagnosis?	The USMLE wants electromyography and nerve conduction studies to diagnose polymyositis and dermatomyositis. Anti-Jo1 antibodies are also done. USMLE won't force you to choose between the two. 38.1 A.Ankylosing spondylitis B.Herniated lumbar disc C.Lumbar muscle strain D.Spondylolisthesis E.Vertebral osteomyelitis AnatomySubjectMusculoskeletal (Arthritis andspondyloarthropathies)SystemNoneTopic<br><br>Correct answer letter: A	msk::peripheral_nerves
A 16-year-old boy comes to the clinic due to progressive lower back pain that has worsened over the past 2 months. He says the pain started gradually after he began participating in competitive gymnastics and has been bothering him mostly during extension-based activities such as jumping, backflips, and bridging movements. The pain is localized to the lower lumbar region and does not radiate down the legs. He denies any numbness, weakness, or bowel/bladder changes. His past medical history is unremarkable, and he is not taking any medications. On physical examination, there is tenderness to palpation over the lower lumbar spine. Neurologic examination is normal. While standing upright, the examiner notes a palpable indentation in the midline lower back and a visible prominence just above it. Straight-leg raise is negative. The remainder of the examination is unremarkable. What is the most likely diagnosis?	Spondylolisthesis is forward displacement of a vertebral body, often due to pars interarticularis defects. Presents with mechanical back pain and may show a step-off or prominence on spinal palpation; confirmed by lateral spine X-ray. 39.1 A.Ewing sarcoma B.Langerhans cell histiocytosis C.Neuroblastoma metastasis D.Osteoid osteoma E.Osteomyelitis HistologySubjectMusculoskeletal (Bone tumors and tumor-likelesions)SystemNoneTopic 40.1 A.Anterior cruciate ligamentB.Fibular collateral ligamentC.Lateral meniscusD.Popliteus tendonE.Tibial plateau AnatomySubjectMusculoskeletal (Miscellaneous)SystemNoneTopic<br><br>Correct answer letter: D	msk::spine_back
A 12-year-old boy is brought to the emergency department by his mother due to worsening right thigh pain for the past 3 weeks. The pain began insidiously and has become progressively more intense, especially at night. The child has been limping and recently refused to participate in sports activities. He reports occasional low- grade fevers and fatigue. There is no history of trauma or recent travel, but the patient had a mild viral illness 2 months ago. On physical examination, the right thigh is mildly swollen and tender to palpation over the midshaft of the femur, without overlying erythema or warmth. There is no joint effusion or lymphadenopathy. Laboratory results reveal a mild leukocytosis and elevated ESR. An X-ray of the right femur shows a poorly defined diaphyseal lesion with layered periosteal reaction. A biopsy is performed, and the histologic image is shown below. Based on this patient's presentation and histologic findings, which of the following is the most likely diagnosis?	Ewing sarcoma is a diaphyseal malignant bone tumor of childhood that mimics osteomyelitis but has characteristic radiographic and histologic features. Biopsy shows small, round, uniform blue cells of neuroectodermal origin, and imaging reveals onion-skin periosteal reaction. Associated with the t(11;22) translocation and requires multimodal therapy for optimal outcomes.<br><br>Correct answer letter: A	msk::bone_tumors_metabolic
A 32-year-old man presents with vague lateral knee discomfort that worsens with prolonged standing and stair climbing. He reports intermittent instability when walking on uneven ground and difficulty maintaining balance while pivoting. He denies any history of trauma, swelling, or redness. His occupation requires frequent lifting, and he often stands with a wide-based stance. On examination, there is mild bowing of both legs with an increased intercondylar distance. The medial joint line is unremarkable, but tenderness is noted along the lateral aspect of the knee, just below the joint line. No effusion or warmth is appreciated. The varus stress test at 30° flexion elicits discomfort laterally without gapping medially. Gait reveals mild lateral deviation of the mechanical axis during stance phase. Which of the following structures is most likely under chronic strain in this patient?	Genu varum increases medial compartment compression and chronically stretches the fibular collateral ligament, a key lateral stabilizer resisting varus stress and external tibial rotation. 41.1 A.Axillary nerve compression affecting teres minor B.Bicipital tendinopathy limiting humeral stabilization C.Infraspinatus injury causing isolated external rotation deficit D.Labral tear producing mechanical instability E.Supraspinatus impingement causing abduction dysfunction AnatomySubjectMusculoskeletal (Shoulder issues)SystemNoneTopic 42.1 A.Axillary nerve B.Median nerve C.Musculocutaneous nerve D.Radial nerve E.Ulnar nerve AnatomySubjectMusculoskeletal (Upper limb nerves)SystemNoneTopic 43.1 A.Central nuclei in muscle fibers B.Endomysial inflammation with necrotic fibers C.Increased mitochondrial density in type I fibers D.Peripheral displacement of nuclei with ringed fibers E.Type I and II cells fiber type grouping HistologySubjectMusculoskeletal (Miscellaneous)SystemNoneTopic<br><br>Correct answer letter: B	msk::shoulder
A 35-year-old man comes to clinic complaining of ongoing weakness and discomfort in his right shoulder. He works as a professional camera operator and often holds heavy equipment close to his chest for long periods. Over the past month, he has noticed increasing difficulty rotating his arm outward and bringing it close to his body when repositioning gear. He denies trauma, dislocation, numbness, or tingling. He says he still manages his job but has become slower and avoids certain angles that aggravate his shoulder. On physical exam, there is no swelling, warmth, or discoloration. Strength and range of motion are preserved in shoulder flexion, extension, and abduction. When tested with the arm at the side, he demonstrates mild weakness during external rotation and reports discomfort when attempting to bring the arm back toward his torso. Neurovascular exam of the upper limb is normal. The empty-can and full-can tests are negative. Plain radiographs of the shoulder are unremarkable. Which of the following is the most likely explanation for this patient’s findings?	The teres minor, innervated by the axillary nerve, performs external rotation and adduction of the shoulder. If a patient has deficits in both external rotation and adduction, suspect teres minor, not infraspinatus.<br><br>Correct answer letter: A	msk::shoulder
A 33-year-old man presents to the emergency department complaining of persistent right arm weakness that began two days ago after a minor trauma. He states that he recently returned from a 3-week trip to visit relatives in the Yukon territory of Canada, where he grew up. While there, he and his cousins spent several days hiking rugged trails, hunting, climbing through rocky outcrops, and paddling long distances on canoes and kayaks. He notes that during a climb near the cliffs bordering a river, he slipped and instinctively grabbed a branch to stop his fall, jerking his right arm forcefully. He felt a sudden pull and pain in the front of the arm, which he initially dismissed as a muscle strain. Later, while helping pack and lift furniture in preparation for the sale of his childhood home, he noticed increasing pain and weakness when bending his elbow or lifting with that arm. His symptoms worsened during the drive back into town, especially after prolonged gripping of the steering wheel. He denies any neck pain, paresthesia in the other arm, or systemic symptoms. He has no history of neurologic illness, trauma, or surgery. His medical history is unremarkable, and he takes no medications. He does not smoke, drinks alcohol occasionally, and reports that he is normally very physically active. He has been back in town for 3 days and is concerned that the weakness is not improving. He says he cannot “curl” his arm at the gym, and when trying to bring food to his mouth with that arm, it feels heavy and uncoordinated. He also notes that turning a doorknob or twisting a screwdriver is difficult with that arm, though his hand seems to work fine otherwise. He has no problems with writing, buttoning a shirt, or holding tools, but says his right forearm feels “numb” when touched on the outer side. He does not recall dropping objects but says he hasn’t been using that arm much since the symptoms began. On exam, the right arm shows no visible deformities, abrasions, or ecchymoses. There is localized tenderness and mild swelling in the anterior upper arm. Motor testing shows marked weakness in elbow flexion and forearm supination. Wrist extension, finger flexion, and grip strength are intact. Shoulder abduction and internal/external rotation are preserved. Sensory exam reveals decreased sensation over the lateral aspect of the forearm, with intact sensation elsewhere. Reflexes are 2+ and symmetric except for a slightly diminished biceps reflex on the right. X-ray of the arm shows no fractures or dislocations. Based on his exam, imaging, and mechanism of injury, the patient is diagnosed with a peripheral nerve injury. Which of the following nerves is most likely injured in this patient?	The musculocutaneous nerve innervates the elbow flexors and forearm supinators, and provides sensation to the lateral forearm. Injury presents with weakness in elbow flexion and supination and decreased lateral forearm sensation, often after stretch trauma to the anterior upper arm.<br><br>Correct answer letter: C	msk::shoulder
A 44-year-old woman is referred to neurology for evaluation of persistent left posterior thigh weakness. Six months ago, she underwent surgery for a large posterior thigh liposarcoma that required careful dissection near the sciatic nerve. Following the procedure, she noticed difficulty extending her hip and flexing her knee. There was also mild atrophy of the left hamstring region. Over the following months, she participated in physical therapy and regained partial strength, but repeat electromyography was ordered to assess reinnervation progress. On neurologic examination, there is residual weakness in the left biceps femoris and semimembranosus muscles with noticeable thinning of the posterior thigh. Deep tendon reflexes are intact. Nerve conduction studies show evidence of reinnervation, and needle EMG of the left hamstring muscles reveals motor units that appear histologically homogeneous—containing clusters of similarly staining muscle fibers. These findings are consistent with chronic neurogenic remodeling following partial reinnervation. Which of the following histologic findings is most likely present in this patient’s recovering muscle?	Denervation followed by reinnervation leads to fiber type grouping, where same-type muscle fibers cluster together. This is a hallmark of chronic neurogenic injury and recovery, not seen in primary myopathies. EMG and histology findings together can help differentiate neurogenic from myopathic processes. 44.1 A.1B.2C.4D.6E.7 HistologySubjectMusculoskeletal (Miscellaneous)SystemNoneTopic 45.1 A.Branchial cleft cyst resulting from failed obliteration of embryonic cleft B.Congenital dermoid cyst arising from ectodermal entrapment C.Fibromatosis colli from birth-related injury to the sternocleidomastoid muscle D.Midline mass due to persistent thyroglossal duct remnant E.Reactive cervical lymphadenopathy secondary to recent viral infection AnatomySubjectMusculoskeletal (Congenital and developmentalanomalies)SystemNoneTopic<br><br>Correct answer letter: E	msk::hip
A 25-year-old man presents to the clinic with complaints of progressive muscle fatigue and weakness over the past few months. He reports difficulty climbing stairs, rising from a seated position, and lifting objects above his head. His symptoms are symmetrical and more pronounced in the proximal muscles. He has no sensory deficits, no fasciculations, and deep tendon reflexes are preserved. Laboratory studies reveal mildly elevated creatine kinase levels, and electromyography demonstrates a myopathic pattern. Muscle biopsy shows fiber size variation and increased central nuclei. Electron microscopy reveals that certain regions of the sarcomere shorten during contraction, while others, specifically one band, maintain a constant length throughout. Which of the following labeled regions on the image remains unchanged in length during muscle contraction?	The A-band represents the full length of thick myosin filaments and does not change in length during contraction. The I-band (actin only), H-zone (myosin only), and sarcomere length all shorten during contraction.<br><br>Correct answer letter: B	msk::muscle_histology
A 3-week-old newborn boy is brought to the clinic by his parents due to a firm mass on the right side of his neck that they first noticed a few days ago. The baby was born at 39 weeks via forceps-assisted vaginal delivery after a prolonged second stage of labor. The pregnancy was uncomplicated, and the baby passed the newborn screening tests. The parents deny any recent fever, fussiness, feeding difficulties, or signs of infection. They state that the baby tends to keep his head turned slightly to the left, and they have noticed some asymmetry in how he holds his head when awake. On physical examination, a firm, non-tender 2-cm mass is palpable in the right lateral neck. The mass does not move with swallowing or tongue protrusion and there is no overlying skin change or drainage. Neurologic examination is normal, and the baby feeds and interacts appropriately for his age. Which of the following is the most likely diagnosis?	Fibromatosis colli is a benign neck mass in infants due to birth trauma to the sternocleidomastoid muscle. It presents as a firm, lateral mass in the neck within the first few weeks of life, often with associated torticollis. Diagnosis is clinical, and treatment is conservative with physical therapy. 46.1 A.AB.BC.CD.DE.EF.FG.GH.H AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNone 47.1 A.Ankylosing spondylitis B.Cervical spondylosis C.Cervical strain D.Herniated cervical disc E.Rheumatoid arthritis AnatomySubjectMusculoskeletal (Spinal disorders and back pain)SystemNoneTopic<br><br>Correct answer letter: C	msk::arthritis
A 16-year-old boy presents to the clinic after falling while skateboarding. He describes landing on his outstretched right hand and feeling immediate discomfort. Since the injury, he has had persistent pain in the central palm, with no numbness, tingling, or motor weakness. He denies any pain in the thumb or near the base of the thumb. On physical examination, there is tenderness over the central volar wrist, and no tenderness in the anatomical snuffbox. Range of motion of the wrist and thumb is mildly limited due to discomfort, but neurovascular examination is normal. Which of the labeled structures (A–H) is most likely fractured in this patient?	"A FOOSH injury with central palmar pain and no snuffbox tenderness should raise suspicion for lunate fracture. Know the carpal bone anatomy in two rows: ""She Looks Too Pretty; Try To Catch Her"" — Scaphoid, Lunate, Triquetrum, Pisiform; Trapezium, Trapezoid, Capitate, Hamate. Lunate sits centrally in the proximal row and is commonly tested on USMLE in cases like this.<br><br>Correct answer letter: D"	msk::wrist_hand
A 62-year-old man presents to the clinic due to several months of neck pain that has gradually worsened. He describes the discomfort as a dull, aching sensation in the posterior neck that sometimes radiates to the shoulders, particularly after long periods of desk work or driving. He denies any trauma, recent infections, or constitutional symptoms. He also reports occasional stiffness in the morning lasting about 10–15 minutes but says it improves throughout the day. There is no history of numbness, weakness, or bowel/bladder dysfunction. He has well-controlled hypertension and takes lisinopril. Neurological examination is normal, with preserved strength and sensation in all extremities. Reflexes are symmetric. MRI of the cervical spine reveals degenerative changes involving the vertebral bodies and intervertebral discs, with osteophyte formation and mild narrowing of the neural foramina at multiple levels. Which of the following is the most likely diagnosis?	Cervical spondylosis is a common degenerative condition in older adults presenting with chronic neck pain. MRI findings often show disc space narrowing, osteophyte formation, and foraminal narrowing. USMLE may test this diagnosis when a patient >50 presents with neck pain and degenerative cervical spine findings without neurologic deficits. 48.1 A.Compression of the posterior interosseous nerve within the supinator canal B.Inflammation at the origin of the extensor carpi radialis brevis C.Inflammation of the bursa overlying the olecranon process D.Injury to the medial epicondylar origin of the pronator teres and flexor carpi radialis E.Ulnar nerve entrapment in the cubital tunnel AnatomySubjectMusculoskeletal (Bone/joint injuries andinfections)SystemNoneTopic 49.1 A.Autoimmune-mediated synovial hyperplasia with pannusformationB.Cartilage erosion due to repetitive mechanical stressC.Deposition of circulating immune complexes in the synoviumD.Precipitation of monosodium urate crystalsE.Synovial invasion by pathogens triggering neutrophilicinflammation PathologySubjectMusculoskeletal (Arthritis andspondyloarthropathies)SystemNoneTopic 50.1 A.AcetaminophenB.Knee braceC.NSAIDsD.Tai chiE.Weight loss PathophysiologySubjectMusculoskeletal (Arthritis andspondyloarthropathies)SystemNoneTopic<br><br>Correct answer letter: B	msk::shoulder
A 38-year-old man comes to the outpatient clinic with a 6-week history of right elbow discomfort that has gradually worsened. He works as a delivery driver. He says the pain is localized to the outer part of his elbow and is most noticeable when lifting boxes or turning doorknobs. The discomfort is particularly pronounced when he tries to extend his wrist while holding objects, such as a coffee mug. He denies numbness, tingling, or radiation of the pain down his arm. He has no prior joint disorders and takes no medications. On physical examination, there is tenderness over the lateral aspect of the right elbow. The pain is reproduced when the patient extends his wrist against resistance with the elbow fully extended. There is no swelling or erythema over the joint, and range of motion is preserved. The neurovascular exam of the right upper extremity is normal. Which of the following best describes the underlying pathophysiology in this patient’s condition?	Lateral epicondylitis causes pain at the lateral epicondyle, especially with resisted wrist extension. It results from microtrauma to the extensor carpi radialis brevis tendon. Treatment includes activity modification, NSAIDs, and use of a forearm counterforce strap.<br><br>Correct answer letter: B	msk::wrist_hand
A 54-year-old man presents to the emergency department with acute leftknee pain and swelling that began overnight. He reports two prior episodesaffecting the same knee over the last three years, both of which resolvedwithout intervention. His medical history is notable for hypertension and dailyalcohol consumption. On examination, the left knee is swollen, erythematous,warm, and tender with limited range of motion. Vital signs are within normallimits except for a temperature of 37.5°C (99.5°F). Synovial fluid is obtained foranalysis. Which of the following best explains the pathophysiologicmechanism responsible for this patient’s condition?	Gout is caused by monosodium urate crystal deposition in joints, leading to acute neutrophil-driven monoarthritis often triggered by metabolic risk factors. Diagnosis is confirmed by needle-shaped, negatively birefringent crystals, with treatment involving NSAIDs, corticosteroids, or colchicine acutely and xanthine oxidaseinhibitors chronically between flares.<br><br>Correct answer letter: D	msk::knee
