Deck	Front	Back	Tags
Pharma	A 27-year-old woman presents with painful vesicular lesions on her lower lip that appeared after a week of fever and sore throat.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Competitive inhibition of viral DNA polymerase with chain termination after incorporation</b><br><br>Acyclovir is a guanosine analog activated by viral thymidine kinase. It works by competitively inhibiting viral DNA polymerase and terminating the DNA chain after incorporation. Its selectivity for virally infected cells explains its efficacy against HSV and VZV with minimal host toxicity.	pharma::general
Pharma	A 52-year-old man is evaluated in the emergency department after undergoing abdominal surgery 2 days ago.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Direct agonist at muscarinic acetylcholine receptors</b><br><br>Bethanechol is a direct muscarinic receptor agonist that stimulates smooth muscle contraction in the gut and bladder. It must be distinguished from indirect cholinomimetics, nicotinic agonists, and muscarinic antagonists, which have different mechanisms and clinical applications.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 58-year-old man comes for follow-up evaluation after recent adjustments to his cardiovascular risk management.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Directly inhibits cholesterol absorption at the brush border of enterocytes</b><br><br>Ezetimibe blocks the NPC1L1 transporter in intestinal enterocytes, reducing cholesterol absorption, lowering hepatic cholesterol, and upregulating LDL receptors — used as an adjunct to statins for additional LDL lowering, with mild GI and hepatic side effects.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 35-year-old man presents with 1 week of bloody diarrhea, abdominal pain, and tenesmus after returning from a business trip to Mexico.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Disrupts DNA by generating free radicals</b><br><br>Metronidazole is the treatment for Entamoeba histolytica. It causes the formation of toxic metabolites that damage DNA. Other HY use-cases for metro on USMLE are Giardia, Gardnerella, and Trichomonas.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 74-year-old woman comes to the clinic due to progressive fatigue, nausea, and a persistent “buzzing” in her ears that has been worsening over the past month.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Aspirin causes a mixed respiratory alkalosis-high anion-gap metabolic acidosis. The drop in bicarb following the low CO₂ is not compensation; it just conveniently looks that way. These are both primary disturbances because aspirin literally causes both.	pharma::general
Pharma	A 56-year-old woman with a history of stage IIIC epithelial ovarian carcinoma presents for evaluation 3 days after receiving a new chemotherapy infusion.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Hyperstabilization of polymerized microtubules</b><br><br>The patient’s presentation of acute stocking-glove neuropathy, alopecia, and recent chemotherapy for ovarian cancer is most consistent with a taxane, which works by hyperstabilizing polymerized microtubules and arresting cells in M phase.	pharma::general
Pharma	A 52-year-old man with chronic liver disease and a recent statin-associated myopathy presents to his primary care physician for lipid management.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Prevents enterohepatic reabsorption of bile acids</b><br><br>Bile acid sequestrants lower LDL by decreasing enterohepatic circulation of bile acids, forcing the liver to make more by converting cholesterol into them, thereby lowering pulling more cholesterol out of the blood and lowering LDL.	pharma::biochemistry_general_principles_lipid_metabolism
Pharma	A 61-year-old man with hyperlipidemia is prescribed niacin for secondary prevention of cardiovascular disease.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Prostaglandin-mediated vasodilation</b><br><br>Niacin causes flushing through prostaglandin production, not histamine. This makes sense, since aspirin inhibits prostaglandin synthesis and is used to prevent niacin-induced flushing.	pharma::general
Pharma	A 32-year-old woman comes to the clinic because of a 3-day history of discomfort while urinating along with a frequent urge to void small amounts of urine.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>β-lactamase production</b><br><br>Uncomplicated UTIs are most often caused by E coli, which commonly develops β-lactam resistance via plasmid-mediated β-lactamase production. These enzymes hydrolyze the β-lactam ring, preventing antibiotic binding to PBPs and inhibiting cell wall synthesis disruption.	pharma::microbiology_general_principles_bacteriology
Pharma	A 28-year-old woman presents to the clinic with a 1-week history of vaginal itching and increased discharge.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Trichomonas vaginalis Submit</b><br><br>Trichomonas vaginalis causes vaginitis with frothy, malodorous, yellow-green discharge, strawberry cervix, and motile flagellated organisms on wet mount. Diagnosis is clinical and microscopic, and treatment requires oral metronidazole with simultaneous partner therapy.	pharma::microbiology_general_principles_parasitology
Pharma	A 36-year-old man with HIV comes to the emergency department with a 2-week history of headache, fever, and progressive disorientation.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Binds ergosterol and forms membrane pores</b><br><br>Cryptococcus neoformans is the HY cause of fungal meningitis in immunocompromised patients. India ink prep, mucicarmine stain, and latex agglutination of the CSF are used to diagnose. Amphotericin B is the most important drug used to treat. It pokes holes in the ergosterol membrane.	pharma::microbiology_general_principles_staining_smears_microscopy
Pharma	A 56-year-old woman presents to her primary care physician with progressive right-sided hip pain over the past 6 weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Osteoarthritis</b><br><br>Mature teratomas are benign ovarian germ cell tumors containing tissues from all three germ layers, commonly found in adolescent girls. Their complex imaging features and favorable prognosis distinguish them from malignant or infectious pelvic masses.	pharma::pathology_general_principles_neoplasia
Pharma	A 22-year-old man undergoes a routine orthopedic procedure for a tibial fracture.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Genetic defect in the skeletal muscle ryanodine receptor</b><br><br>Malignant hyperthermia is a life-threatening hypermetabolic crisis triggered by anesthetics in patients with RYR1 mutations, causing uncontrolled Ca²⁺ release, muscle rigidity, acidosis, and rhabdomyolysis. Prompt recognition and dantrolene administration are lifesaving.	pharma::pharmacology_general_principles_anesthesia
Pharma	A 32-year-old man presents to the clinic with a 2-month history of palpitations, unintentional weight loss, heat intolerance, and frequent bowel movements.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Agranulocytosis</b><br><br>Methimazole causes agranulocytosis.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 3-year-old boy is brought to the emergency department by his parents due to progressive lethargy, poor feeding, and vomiting over the past two days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Impairment of hepatic mitochondrial β-oxidation</b><br><br>Valproic acid can cause hepatotoxicity, tremor, and neural tube defects.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 30-year-old woman is brought to the emergency department due to agitation, fever, and diarrhea.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Urinary 5-hydroxyindoleacetic acid</b><br><br>Serotonin syndrome is a life-threatening toxidrome triggered by serotonergic drug combinations (e.g., SSRI + St. John’s wort, MAOI, trazodone, or lithium). Presents with fever, flushing, hyperreflexia, tremor, diarrhea, and myoclonus, not seen in carcinoid syndrome. Urinary 5-HIAA is elevated and used for diagnosis; cyproheptadine is the treatment of choice.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 29-year-old man presents to the outpatient clinic with new-onset ankle swelling and fatigue.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Interstitial nephritis is the answer on USMLE for a patient with eosinophiluria + rash in the setting of NSAID, β-lactam, cephalosporin, or allopurinol use. Some Qs just mention mild proteinuria + hematuria and don't mention the WBCs/eosinophils in the urine at all. So just be aware of this alternate presentation.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 20-year-old college student comes to the clinic due to increased thirst and frequent urination over the past month.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>↓ Amino acids, ↓ Bicarbonate, ↓ Glucose, ↓ Phosphate</b><br><br>Fanconi syndrome results in decreased proximal tubular reabsorption of amino acids, glucose, phosphate, and bicarbonate. Expired tetracyclines are a classic cause and can lead to osmotic diuresis, electrolyte loss, and type II renal tubular acidosis.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 32-year-old woman, gravida 2 para 1, presents for a routine fetal anatomy scan at 20 weeks gestation.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Aplasia cutis</b><br><br>Methimazole is teratogenic in the first trimester due to its effect on developing epithelial tissues. The most classic USMLE-associated defect is aplasia cutis, especially when methimazole is used during organogenesis. PTU is preferred in the first trimester, with methimazole reserved for later pregnancy to avoid hepatotoxicity.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 35-year-old man with a history of major depressive disorder and generalized anxiety disorder is brought to the emergency department by his partner due to confusion, restlessness, and tremors.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Serotonin syndrome</b><br><br>Serotonin syndrome presents with the triad of altered mental status, autonomic instability, and neuromuscular hyperactivity (e.g., clonus, hyperreflexia). It is most often triggered by polypharmacy involving serotonergic agents such as SSRIs, MAOIs, triptans, or herbal supplements like St. John’s wort.	pharma::general
Pharma	A 24-year-old woman is brought to the emergency department by emergency medical services after she was found unresponsive on the grass at an outdoor music festival.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Opioid</b><br><br>Opioid overdose classically presents with CNS depression, bradypnea, bradycardia, and miosis. Respiratory depression is the most dangerous feature and the leading cause of death. Naloxone is the immediate treatment of choice and can rapidly reverse symptoms.	pharma::general
Pharma	A 32-year-old woman at 30 weeks gestation is brought to the emergency department with sudden-onset chest pain radiating to her back, shortness of breath, and lightheadedness.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Cocaine</b><br><br>Cocaine prevents the reuptake of norepinephrine, leading to hypertension, aortic dissection, and concomitant aortic regurg. Serous pericarditis can also be seen. USMLE can mention reduced cerebral or placental blood flow, with the latter causing IUGR and placental abruption.	pharma::pharmacology_general_principles_hy_adverse_effects
Pharma	A 42-year-old woman presents to the emergency department with sudden shortness of breath and discomfort in her chest that worsens with breathing.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Intravenous heparin</b><br><br>For patients with high pretest probability of PE, anticoagulation should be initiated immediately before diagnostic confirmation. The Wells score estimates this probability using clinical signs and risk factors. Imaging and D-dimer use depend on that risk stratification, but treatment should not be delayed when risk is high.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 60-year-old man presents to clinic for follow-up after three gout attacks in the past year, including a recent episode affecting his right knee that was treated with oral corticosteroids.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Allopurinol initiation</b><br><br>Allopurinol is the first-line agent for chronic urate-lowering therapy in patients with recurrent gout and elevated serum urate. It should be initiated after resolution of acute flares to prevent long-term complications like joint destruction and tophi formation.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 26-year-old sexually active woman presents to the clinic with a 4-day history of worsening joint pain and a new rash.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Ceftriaxone</b><br><br>Disseminated gonococcus can present as arthritis, tenosynovitis, and/or cutaneous papules/pustules. Any combination of 1-3 of those findings may be seen on USMLE. IM ceftriaxone is the standard treatment for gonococcus. Azithromycin or doxycycline is often added as co-treatment for Chlamydia.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 76-year-old man is evaluated for worsening diarrhea during his hospital stay.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oral vancomycin</b><br><br>Suspect C. difficile infection in hospitalized or elderly patients with recent antibiotic exposure and new-onset diarrhea. Diagnose with stool AB toxin test. Oral vancomycin is the first-line treatment due to its localized action in the GI tract.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 56-year-old man comes to the physician because of decreased libido and bilateral breast tenderness that has worsened over the past several weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Cimetidine</b><br><br>Cimetidine causes gynecomastia.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 15-year-old boy is brought to the clinic by his parents for progressive clumsiness, mood changes, and yellowing of the eyes over the past 6 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Penicillamine</b><br><br>Wilson disease causes copper accumulation due to defective biliary excretion, leading to hepatic, neurologic, and psychiatric symptoms. Symptomatic patients require immediate copper chelation—penicillamine is first-line—to rapidly increase urinary excretion and reduce toxic tissue burden, followed by maintenance therapy with zinc to prevent recurrence.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 45-year-old man presents to his primary care physician with 2 months of fatigue, abdominal discomfort, and intermittent diarrhea.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Dimercaprol</b><br><br>Chronic arsenic poisoning presents with skin pigmentation changes, symmetric peripheral neuropathy, and Mees lines on the nails. Dimercaprol is the first-line chelator for significant arsenic toxicity, particularly when systemic manifestations are present.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 32-year-old woman presents to the outpatient clinic with ongoing trouble managing her daily stress and persistent anxiety.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Sertraline</b><br><br>Generalized anxiety disorder should be treated initially with SSRIs or cognitive behavioral therapy, depending on severity and patient preference. Sertraline is an effective, well-tolerated, and safe first-line pharmacologic agent for patients with chronic excessive worry.	pharma::general
Pharma	A 25-year-old previously healthy woman comes to the clinic with 4 days of cough, low-grade fever, malaise, and mild shortness of breath.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Azithromycin</b><br><br>For otherwise healthy adults with mild outpatient community-acquired pneumonia, empiric therapy should cover both S. pneumo and atypicals. Macrolides such as azithromycin achieve this with a 50S ribosomal subunit mechanism, while beta-lactams fail to cover atypicals due to their lack of peptidoglycan.	pharma::pharmacology_general_principles_hy_use_cases
Pharma	A 41-year-old man is brought to the emergency department by a community outreach volunteer because of fever, chills, and sore throat.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Clozapine causes agranulocytosis.	pharma::general
Pharma	°C (102 °F), blood pressure 108/65 mm Hg, pulse 110/min, and respiratory rate 18/min.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Stevens-Johnson syndrome</b><br><br>Loop diuretics inhibit the Na⁺-K⁺-2Cl⁻ cotransporter in the thick ascending limb of the loop of Henle. They are first-line for treating volume overload in conditions such as heart failure and pulmonary edema. Important side effects include hypokalemia, hypomagnesemia, contraction alkalosis, and ototoxicity.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 68-year-old man is admitted to the hospital with progressive dyspnea, orthopnea, and lower extremity swelling for one week.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Metabolic acidosis</b><br><br>Direct thrombin inhibitors, such as argatroban and dabigatran, bind directly to thrombin to prevent conversion of fibrinogen to fibrin and are used in the management of HIT. HIT is an immune-mediated type II hypersensitivity caused by antibodies against heparin-PF4 complexes, leading to thrombocytopenia and thrombosis.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 69-year-old man is admitted to the hospital for management of a deep vein thrombosis in his left leg.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibits platelet COX-1</b><br><br>Mannitol is an osmotic diuretic used to reduce intracranial pressure by increasing serum osmolality, creating an osmotic gradient that draws water out of tissues into plasma for renal excretion. This increase in serum osmolality triggers ADH release to retain free water and restore normal tonicity. Mannitol acts primarily at the proximal tubule and thin descending limb of Henle.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 34-year-old woman comes to the clinic due to progressive shortness of breath and fatigue over the past 6 months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Endothelin receptor antagonist</b><br><br>Pulmonary arterial hypertension is characterized by elevated pulmonary artery pressure and vascular resistance, with normal left heart filling pressures. Patients present with dyspnea, and loud P2 and tricuspid regurge are usually found. Treatment is aimed at reducing pulmonary vascular tone and remodeling, with endothelin receptor antagonists like bosentan.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 44-year-old man presents to the clinic with a 3-month history of a recurring uncomfortable sensation in the chest, particularly after eating or lying down.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Irreversible inhibition of H/K ATPase</b><br><br>Gastroesophageal reflux disease is caused by dysfunctional lower esophageal sphincter tone leading to retrograde acid flow. Proton pump inhibitors are the most effective treatment, acting through irreversible inhibition of the H⁺/K⁺ ATPase in parietal cells.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 20-year-old woman comes to the student health clinic due to cramping lower abdominal pain that recurs monthly.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibition of prostaglandin synthesis in the endometrium</b><br><br>Primary dysmenorrhea is caused by increased endometrial prostaglandin production leading to uterine hypercontractility and ischemic pain during menstruation. First-line treatment is NSAIDs, which reduce prostaglandin synthesis and alleviate symptoms. Combined oral contraceptives are an alternative option that also reduce prostaglandin levels by suppressing ovulation and thinning the endometrium.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 34-year-old woman presents to the clinic with a 4-day history of worsening dry cough, low-grade fever, and malaise.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Binds the 50S ribosomal subunit and inhibits translocation</b><br><br>Azithromycin exerts its effect by binding the 50S ribosomal subunit and halting translocation during bacterial protein synthesis. This makes it especially effective against atypical respiratory pathogens like Mycoplasma pneumoniae, while minimizing adverse effects in outpatient settings.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 52-year-old man with a long history of alcohol use disorder is admitted for evaluation of hematemesis.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Chlordiazepoxide</b><br><br>Delirium tremens is a life-threatening alcohol withdrawal syndrome that presents with agitation, hallucinations, disorientation, tremor, fever, and autonomic instability. In medically stable patients, long-acting benzodiazepines such as chlordiazepoxide are first-line treatment to suppress CNS hyperexcitability, prevent seizures, and reduce mortality.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 38-year-old woman presents to her gynecologist for contraceptive counseling.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Combined hormonal contraceptives are contraindicated in women ≥35 years old who smoke due to increased risk of arterial and venous thrombosis. This risk stems primarily from estrogen-mediated hepatic upregulation of clotting factors, compounded by smoking-induced vascular injury.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	hormonal contraceptives are contraindicated in this patient?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Estrogen-mediated upregulation of hepatic synthesis of clotting factors</b><br><br>Nocturnal perianal itching with a positive tape test indicates Enterobius vermicularis. The treatment of choice is albendazole or mebendazole, which bind parasite β-tubulin, halts microtubule formation, and blocks glucose uptake, leading to death of the helminth.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 7-year-old boy is brought to the clinic by his mother because of recurrent perianal itching that is worse at night.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Activation of chloride ion channels leading to worm paralysis</b><br><br>Warfarin inhibits vitamin K epoxide reductase in the liver, preventing gamma-carboxylation of factors II, VII, IX, and X, as well as proteins C and S. This results in production of nonfunctional clotting factors, prolonging PT without affecting bleeding time, and requires careful INR monitoring due to its narrow therapeutic index.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 67-year-old man presents to the cardiology clinic for evaluation of worsening chest pain.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Abciximab</b><br><br>Abciximab directly blocks platelet glycoprotein IIb/IIIa receptors, preventing fibrinogen cross-linking and platelet aggregation.	pharma::pharmacology_general_principles_mechanisms_of_action
Pharma	A 49-year-old man presents to the transplant medicine clinic for routine follow-up.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Alkylation of DNA at the N7 position of guanine, leading to cross-linking and inhibition of replication</b><br><br>Cyclophosphamide is an alkylating agent that cross-links DNA through covalent binding at the N7 position of guanine, blocking replication and inducing apoptosis. Mesna prevents its major toxicity, hemorrhagic cystitis, by inactivating the metabolite acrolein in the urine.	pharma::general
Pharma	A 26-year-old woman presents to the hospital in active labor at 39 weeks of gestation.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Inhibition of 50S subunit via blockade of translocation during protein synthesis</b><br><br>Erythromycin ointment prevents neonatal gonococcal conjunctivitis by inhibiting protein synthesis through binding to the 50S ribosomal subunit and blocking translocation.	pharma::general
Pharma	A 43-year-old man comes to the clinic due to worsening symptoms of heartburn and regurgitation over the past several weeks.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Assess how much food he is eating during these occasions</b><br><br>Patients with long-standing GERD who experience breakthrough symptoms during episodes of overeating despite maximal PPI therapy should first be evaluated for behavioral triggers, including excessive food intake. PPIs are highly effective when used appropriately, but their efficacy can be overwhelmed by large-volume meals that distend the stomach and increase reflux. Before escalating therapy or ordering invasive investigations, physicians should assess dietary habits and counsel patients on lifestyle modifications.	pharma::pharmacology_general_principles_pharmacokinetics_dynamics
Pharma	A 73-year-old woman with a history of atrial fibrillation and hypertension presents for routine follow-up.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Preexisting clotting factors must first be cleared</b><br><br>Warfarin inhibits vitamin K–dependent clotting factor synthesis in the liver, but its anticoagulant effect is delayed because it does not affect clotting factors already present in circulation. These preexisting factors—especially factor II (prothrombin), which has a long half-life—must degrade before INR rises. As a result, full therapeutic effect may take several days despite appropriate dosing.	pharma::pharmacology_general_principles_pharmacokinetics_dynamics
Pharma	A 28-year-old woman returns from a 3-week volunteer trip to a rural farming region in sub-Saharan Africa.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>This patient developed falciparum malaria despite prophylaxis, indicating chloroquine resistance common in Africa. For future travel, the correct preventive choice is mefloquine, which provides effective weekly prophylaxis in chloroquine-resistant regions.	pharma::pharmacology_general_principles_resistance_mechanisms
Pharma	°F), pulse is 110/min, blood pressure is 104/68 mmHg, and respirations are 20/min.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Tazobactam is a β-lactamase inhibitor that is commonly combined with β-lactam antibiotics, such as piperacillin, to enhance their effectiveness against β-lactamase–producing bacteria. Clavulanate is commonly combined with amoxicillin. Sulbactam is commonly combined with ampicillin.	pharma::general
Pharma	A 72-year-old man is brought to the emergency department in mid-January after his neighbor found him confused and complaining of a headache and chest discomfort.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Hyperbaric oxygen therapy</b><br><br>Carbon monoxide poisoning should be suspected in winter months when patients present with headache, confusion, and nonspecific chest discomfort. Hyperbaric oxygen therapy is indicated in patients with neurologic symptoms or myocardial involvement. Pulse oximetry may appear normal despite significant tissue hypoxia, so clinical suspicion must guide management.	pharma::poisoning_environmental_exposure_environmental_exposure
Pharma	A 62-year-old man presents for coronary angiography after a recent positive stress test revealed signs suggestive of ischemia.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>Hydration with isotonic fluids is the most effective and evidence-based strategy to prevent contrast-induced nephropathy. CIN is especially important to prevent in patients with diabetes or preexisting renal impairment.	pharma::renal_urinary_systems_electrolytes_acute_kidney_injury
Pharma	Administer N-acetylcysteine prior to the procedure<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Discontinue lisinopril 24 hours prior</b><br><br>Acute intermittent porphyria is caused by porphobilinogen deaminase deficiency, leading to neurotoxic buildup of ALA and PBG. Treatment with hemin downregulates ALA synthase, the rate-limiting enzyme in heme synthesis, to reduce precursor accumulation. Clinical findings such as abdominal pain, neuropathy, and dark urine without anemia or photosensitivity help distinguish it from other porphyrias or lead poisoning.	pharma::biochemistry_general_principles_amino_acids_proteins_and_enzymes
Pharma	A 45-year-old man comes to the clinic for evaluation of persistent fatigue and early satiety over the past few months.<br><br><b>What is the best answer/mechanism/drug?</b>	<b></b><br><br>CML is driven by the BCR-ABL fusion gene, which results in a constitutively active oncogenic tyrosine kinase. Targeted inhibition of this kinase by imatinib is the first-line treatment.	pharma::biochemistry_general_principles_cell_and_molecular_biology
Pharma	Which of the following best describes the mechanism of action of the most appropriate therapy for this patient?<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Targets BCR-ABL tyrosine kinase</b><br><br>Febuxostat and allopurinol are xanthine oxidase inhibitors used for chronic gout to decrease recurrence of flares. They can also be used to prevent tumor lysis syndrome. Do not give if a patient is taking 6-mercaptopurine.	pharma::biochemistry_general_principles_dna_rna_nucleic_acid
Pharma	A 51-year-old man comes to the physician for a 2-day history of an exquisitely painful left big toe.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Promotion of uric acid excretion</b><br><br>Aspirin is indicated in ischemic stroke presenting after 4.5 hours to prevent further thrombus propagation. It is contraindicated in children with viral illnesses due to the risk of Reye syndrome, which causes hepatic steatosis and cerebral edema.	pharma::biochemistry_general_principles_lipid_metabolism
Pharma	A 28-year-old man is brought to the emergency department by his roommate due to spontaneous gum bleeding and extensive bruising on his arms and legs.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Impaired activation of clotting factors II, VII, IX, and X</b><br><br>Ingestion of rodenticides containing superwarfarins causes vitamin K deficiency by inhibiting vitamin K epoxide reductase, impairing activation of clotting factors II, VII, IX, and X. This leads to prolonged PT and aPTT with normal platelets and bleeding time.	pharma::biochemistry_general_principles_vitamins_cofactors_nutrients
Pharma	A 34-year-old male dentist presents to the clinic with a painful rash on his right index finger that began 2 days ago.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Oral acyclovir</b><br><br>Herpetic whitlow is a viral infection of the distal fingers caused by HSV, typically seen in healthcare workers. It presents with pain, erythema, and grouped vesicles. Treatment includes oral acyclovir/valacyclovir.	pharma::dermatology_infection_related_presentations
Pharma	A 27-year-old man presents to the emergency department with a 3-day history of fever, profound fatigue, and painful sores in his mouth.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Neutropenia</b><br><br>The highest yield presentation for neutropenia on USMLE is mouth ulcers. TMP/SMX, clozapine, methimazole, propylthiouracil, and methotrexate are the most common drugs causing agranulocytosis for USMLE.	pharma::hematology_oncology_toxic_drug_effects
Pharma	A 35-year-old man presents with redness, swelling, and pain in his left hand that began 2 days ago after he cut himself while using tools.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Mutated penicillin-binding protein</b><br><br>MRSA is resistant to all β-lactam antibiotics due to the acquisition of the mecA gene, which encodes an altered penicillin-binding protein (PBP2a) with low affinity for β-lactams. This structural target modification prevents drug binding and allows continued cell wall synthesis, necessitating treatment with non–β-lactam agents like vancomycin.	pharma::microbiology_general_principles_bacteriology
Pharma	A 34-year-old woman presents to the clinic complaining of a persistent vaginal odor and thin grayish discharge for the past 5 days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Prescribe oral metronidazole</b><br><br>Bacterial vaginosis presents with thin gray discharge, clue cells on microscopy, elevated vaginal pH, and positive whiff test. Oral metronidazole is the treatment of choice, and unnecessary antibiotics or antifungals should be avoided.	pharma::microbiology_general_principles_bacteriology
Pharma	A 70-year-old woman comes to the ophthalmology clinic due to progressive vision changes over the past 10 days.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Ethambutol</b><br><br>Ethambutol causes optic neuropathy characterized by painless bilateral central vision loss, red-green color blindness (dyschromatopsia), and central scotomas with preserved peripheral vision and a normal fundus exam—making it the only RIPE agent associated with optic toxicity and one that must be discontinued immediately if symptoms arise.	pharma::microbiology_general_principles_bacteriology
Pharma	A 56-year-old man with acute myeloid leukemia is admitted to the hospital for induction chemotherapy.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>A</b><br><br>Caspofungin and micafungin are echinocandins that inhibit β-1,3-D-glucan carbohydrate fungal cell wall synthesis.	pharma::general
Pharma	A 46-year-old man presents to the clinic with a 1-week history of a burning sensation in his mouth and difficulty tasting food.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>B</b><br><br>Nystatin and amphotericin B both form pores in the ergosterol fungal cell membrane.	pharma::microbiology_general_principles_mycology
Pharma	A 22-year-old woman presents to the emergency department with nausea, vomiting, and right upper quadrant pain 16 hours after an intentional overdose of acetaminophen.<br><br><b>What is the best answer/mechanism/drug?</b>	<b>Regenerates intracellular reduced glutathione</b><br><br>Leuprolide and goserelin are examples of GnRH receptor agonists that initially cause a transient increase in LH and androgen levels before desensitization at the receptor, where LH and testosterone fall. Flutamide is an androgen receptor blocker that can be given concurrently to nullify the transiently increased androgen effects induced by the former agents.	pharma::pharmacology_general_principles_drug_receptors
