Front	Back	Tags
"weakness. Choice C: (Anterior horn of internal capsule) The anterior limb carries frontopontine fibers (frontal cortex to pons) and thalamocortical fibers (from thalamus to frontal lobe). Lesions here may cause executive dysfunction or personality changes, but not isolated contralateral weakness. Choice D: (Putamen) The putamen works with the globus pallidus in motor regulation via the basal ganglia circuits. Lesions can result in movement disorders such as dystonia, parkinsonism, or dyskinesias, but not pure motor hemiparesis. Wilson disease can involve the putamen. Choice F: (Third ventricle)The third ventricle is a midline CSF-filled cavity located between the thalami. Lesions here typically cause obstructive hydrocephalus if enlarged, leading to headache, nausea, vomiting, and papilledema, not focal weakness. Choice G: (Thalamus) The thalamus (specifically VPL/VPM) relays sensory information to the cortex. Lesions here cause pure sensory strokes (contralateral numbness and paresthesia), not isolated motor weakness.
A. A Bottom line: B. B Pure motor stroke = contralateral face, arm, leg weakness → posterior limb of internal capsule → lacunar infarct (lenticulostriate vessels) in chronic hypertension. C. C Anatomy Neurology (Strokes & Stroke-related stuff) None D. D Subject System Topic E. E F. F G. G A 67-year-old man is brought to the emergency department after slipping on ice and hitting the back of his head. He briefly lost consciousness but was"	"B. B Pure motor stroke = contralateral face, arm, leg weakness → posterior limb of internal capsule → lacunar infarct (lenticulostriate vessels) in chronic hypertension.

alert and responsive within minutes"	General
"Choice B: Alcohol use is a well-established risk factor for chronic subdural hematoma, primarily due to cerebral atrophy and increased fall risk. However, there is no reason assume alcholism in this patient based on the history provided. Choice C and D: Anticoagulation with warfarin and antiplatelet therapy both increase the risk of intracranial bleeding and are important contributors in patients on such medications. However, there is no reason to assume this patient is on anti-platelet therapy or anti-coagulation. Choice E: Chronic hypertension contributes to spontaneous intracerebral hemorrhage and is more associated with deep brain bleeds such as those in the basal ganglia, thalamus, or brainstem (as shown in the image below). It is not as strongly associated with subdural hematoma, which is primarily a venous bleed resulting Which of the following is the most likely risk factor that predisposed this from structural changes in the aging brain or trauma-induced bridging vein rupture. However, hypertension is a well-established and common risk factor for subarachnoid hemorrhage, particularly due to its association with the formation and rupture of saccular (berry) aneurysms, as typically seen in patients presenting patient to this condition? with thunderclap headache and meningeal signs. In this case, the patient has imaging consistent with a crescent-shaped extra-axial collection, supporting a diagnosis of subdural hematoma rather than subarachnoid hemorrhage.
A. Aging B. Alcohol use C. Anticoagulation with warfarin D. Antiplatelet therapy E. Chronic hypertension Subarachnoid hemorrhage. Bottom line: Subdural hematoma is commonly due to rupture of bridging veins, particularly in elderly patients with cerebral atrophy. Risk factors like alcoholism, deceleration events (car accidents / falls), and dementia are HY for USMLE. In pediatrics, shaken baby syndrome is also an important cause. Pathophysiology Neurology (Traumatic brain injuries) None Subject System Topic"	"E. Chronic hypertension Subarachnoid hemorrhage. Bottom line: Subdural hematoma is commonly due to rupture of bridging veins, particularly in elderly patients with cerebral atrophy. Risk factors like alcoholism, deceleration events (car accidents / falls), and dementia are HY for USMLE. In pediatrics, shaken baby syndrome is also an important cause. Pathophysiology Neurology (Traumatic brain injuries) None Subject System Topic

The correct answer is E"	General
"Then the next question is whether it's anterior or posterior to the central sulcus. The answer is anterior because the primary motor cortex is anterior and the primary sensory cortex is posterior. If you get a neuroanatomy question like this, choose the contralateral cerebral hemisphere. Then choose lateral brain if it's face/arm; choose medial brain if it's the leg. Then choose anterior to the central sulcus if it's motor; choose posterior when it's sensory. Wrong answer explanations: Choice B: Sensory disturbance (i.e., numbness, paresthesias, pain) of right arm + face. Choice C: Motor; right leg. Choice D: Sensory; right leg. Choice E: Motor; left leg. Choice F: Sensory; left leg. Choice G: Motor; left arm + face. Choice H: Sensory; left arm + face. High Yield USMLE Audio Answer: Cut to the chase Audio Answer:
A. A B. B C. C Bottom line: D. D Strokes affecting the primary motor and sensory cortices present with contralateral findings. Face/arm findings are the lateral brain. Leg findings are the medial brain. Motor findings are anterior to the central sulcus. Sensory findings are posterior to the central sulcus. E. E Anatomy Neurology (Strokes & Stroke-related stuff) None Subject System Topic F. F G. G H. H"	"E. E Anatomy Neurology (Strokes & Stroke-related stuff) None Subject System Topic

The correct answer is E"	General
"Unlike cluster headaches, migraines are less strictly time-locked, usually not associated with prominent autonomic symptoms, and the pain tends to build gradually, not peaking rapidly. Patients with migraine often prefer to lie quietly in a dark room during an attack, contrasting with the restlessness seen in cluster headaches. Choice D: Sinusitis can cause facial pain or headache, usually with dull, constant pressure over the affected sinus, often associated with purulent nasal discharge, fever, and sometimes decreased sense of smell. The pain is often worse with bending over. Sinusitis headaches lack the severe, strictly unilateral, periorbital pain and sudden onset seen in cluster headache. Chronic sinusitis would not present with pain-free intervals and recurrent, stereotyped attacks. Physical examination may reveal sinus tenderness or mucosal changes, which are not described in this scenario.
A. Chronic paroxysmal hemicrania Choice E: Tension-type headaches are the most common primary headache and present with bilateral, non-pulsating, band-like pain of mild to moderate intensity. They lack autonomic features such as lacrimation or rhinorrhea, and are not associated with nausea or vomiting. Tension headaches often last from 30 minutes to several hours and are described as a tightness or pressure around the head. Management includes NSAIDs, acetaminophen, or stress-reduction strategies. The clinical presentation in the vignette (strictly unilateral, severe, periorbital pain with autonomic symptoms) is inconsistent with tension-type headache. B. Cluster headache C. Migraine without aura Bottom line: D. Sinusitis Cluster headache is a primary headache disorder characterized by recurrent, severe, unilateral periorbital pain with ipsilateral autonomic symptoms such as lacrimation and rhinorrhea, lasting 15–180 minutes, often occurring in clusters over weeks. Distinguishing cluster headache from migraine, tension headache, and paroxysmal hemicrania requires attention to attack duration, frequency, and associated symptoms. E. Tension-type headache Pathology Neurology (Headache) None Subject System Topic"	"C. Migraine without aura Bottom line:

A 34-year-old man presents to the clinic because of recurrent headaches for the past The correct answer is C"	General
"frequency but has no role in acute management of cluster headache’s distinct pathophysiology involving hypothalamic and trigeminal-autonomic circuits. Choice B: Carbamazepine is the treatment of choice for trigeminal neuralgia, a condition characterized by brief, electric-shock-like pain in the distribution of the trigeminal nerve, often triggered by minor stimuli such as chewing or touching the face. While trigeminal neuralgia pain can involve the face, it differs from cluster headache in that it lacks associated autonomic symptoms and the longer episode duration of cluster headache. Carbamazepine’s sodium channel blocking properties do not address the vasodilation and neuropeptide release seen in cluster headache. Choice D: Propranolol is a non-selective beta-blocker used primarily for migraine prophylaxis and is not appropriate for cluster headache management. While propranolol can reduce migraine attack frequency by modulating vascular tone and adrenergic drive, it has no utility in aborting or preventing cluster headache attacks, which are driven by
A. Amitriptyline different hypothalamic and trigeminovascular mechanisms. Furthermore, propranolol would have no effect on the autonomic symptoms typical of cluster headache. B. Carbamazepine Choice E: Sumatriptan is a serotonin 5-HT1B/1D receptor agonist that can effectively abort acute attacks of cluster headache but would not be preferred as first-line in this patient because oxygen therapy is more rapid-acting and has fewer systemic side effects. Though sumatriptan is appropriate in patients unable to tolerate or access oxygen, this patient's presentation warrants immediate high-flow oxygen therapy. Additionally, sumatriptan is more commonly used as first-line abortive therapy for migraine attacks rather than cluster headache. C. Oxygen therapy D. Propranolol Bottom line: E. Sumatriptan Cluster headache is characterized by severe, unilateral periorbital pain with autonomic symptoms and a stereotyped circadian pattern. High-flow 100% oxygen is the first-line abortive therapy, while verapamil is used for prophylaxis during a cluster period. Physiology Neurology (Headache) None Subject System Topic"	"D. Propranolol Bottom line:

The correct answer is D"	General
"Subject System Topic A 62-year-old man is evaluated in clinic due to difficulty getting around at home. He
A. Aqueductal stenosis B. Arnold-Chiari I malformation Wrong answer explanations: C. Arnold-Chiari II malformation Choice A: Aqueductal stenosis causes non-communicating hydrocephalus with enlargement of the lateral and third ventricles, not fourth ventricular cystic dilation or posterior fossa enlargement. D. Dandy-Walker malformation Choice B: Arnold-Chiari I malformation is characterized by cerebellar tonsil herniation, usually presenting in adolescence or adulthood with headache and syringomyelia, not infantile hypotonia or hydrocephalus. Choice C: Arnold-Chiari II malformation includes herniation of cerebellar tonsils and vermis, and is typically associated with myelomeningocele and hydrocephalus, but does not cause cystic enlargement of the fourth ventricle or posterior fossa. E. Encephalocele Choice E: Encephalocele is a herniation of brain tissue through a skull defect, usually in the occipital region, presenting as a mass rather than macrocephaly and hypotonia from internal brain malformation. F. Holoprosencephaly Choice F: Holoprosencephaly results from failure of the forebrain to divide, causing midline facial defects and severe neurologic impairment, but not isolated cerebellar and fourth ventricular abnormalities. Choice G: Lissencephaly is a neuronal migration disorder resulting in a smooth brain surface, presenting with seizures and severe developmental delay but not hydrocephalus or posterior fossa cysts. G. Lissencephaly Choice H: Spina bifida occulta is usually asymptomatic and identified by cutaneous stigmata (tuft of hair, dimple) overlying a vertebral defect, not macrocephaly or cerebellar anomalies. H. Spina bifida occulta Bottom line: Dandy-Walker malformation presents in infancy with hydrocephalus, macrocephaly, and delayed milestones, and is defined by cystic dilation of the fourth ventricle, vermis hypoplasia, and an enlarged posterior fossa. Anatomy Neurology (Congenital and developmental anomalies) None"	"B. Arnold-Chiari I malformation Wrong answer explanations:

says that over the past few weeks, he has found it increasingly hard to stand up from his couch or toilet seat, and he often needs to use his hands to push off"	General
"findings related to the knee, and strength is preserved once standing. Additionally, hip extension is not mediated by the femoral nerve. The patient’s normal reflexes and intact anterior thigh function rule out femoral nerve injury. Choice C: The obturator nerve supplies the adductor muscles of the thigh and provides sensory input to the medial thigh. Damage leads to weak adduction of the thigh and potential instability during side-to-side motion or gait changes. However, this nerve does not innervate muscles responsible for hip extension, and it is not implicated in rising from seated positions or stair use. This patient does not have medial thigh sensory loss or instability. Adduction strength is preserved, making obturator nerve injury very unlikely. Choice D: The sciatic nerve provides motor innervation to the posterior thigh, lower leg, and foot, and sensory input to most of the lower limb. Injury to the sciatic nerve leads to weakness in leg flexion, foot movements, and significant sensory deficits, often with foot drop or paresthesia. However, this patient has a highly localized motor deficit, without any foot or sensory complaints. Reflexes are intact, and there is no sign of posterior thigh or distal leg involvement. Sciatic neuropathy would result in far broader impairment than what is observed here. Choice E: The superior gluteal nerve innervates the gluteus medius and minimus, which function primarily in hip abduction and pelvic stabilization during gait. Injury results in a Trendelenburg gait, where the pelvis drops to the contralateral side when standing on the affected leg. This patient has a normal gait, and there is no mention of pelvic
A. Femoral nerve instability or trunk compensation. Hip abduction is intact, and the primary issue is difficulty extending the hip, not stabilizing the pelvis. These findings rule out superior gluteal nerve involvement. B. Inferior gluteal nerve C. Obturator nerve Bottom line: The inferior gluteal nerve innervates the gluteus maximus, the main muscle for hip extension. Injury leads to difficulty rising from chairs, climbing stairs, or squatting, with preserved sensation and abduction. D. Sciatic nerve E. Superior gluteal nerve Anatomy Neurology (Disorders of peripheral nerves and muscles) None Subject System Topic"	"D. Sciatic nerve

The correct answer is D"	General
"Choice C. This is characteristic of frontotemporal dementia (FTD), which on USMLE presents as a triad of apathy, disinhibition, and personality change. Choice E. This causes non-communicating (obstructive) hydrocephalus, typically leading to increased intracranial pressure with headache, nausea, vomiting, and papilledema. It often occurs in children or patients with congenital malformations, tumors, or hemorrhage. In NPH, CSF flows freely but is impaired in absorption, and there are no signs of raised ICP.
A. Alpha-synuclein accumulation High Yield USMLE Audio Answer: B. Beta-amyloid deposition C. Fronto-temporal lobe atrophy Cut to the chase Audio Answer: D. Impaired cerebrospinal fluid absorption E. Obstruction of the cerebral aqueduct Bottom line: Normal pressure hydrocephalus is due to impaired CSF absorption at the arachnoid granulations. USMLE wants ""impingement on corona radiata"" or ""failure to inhibit the voiding reflex"" as the cause of the urinary incontinence. NPH presents as ""wet, wobbly, wacky,"" often with Parkinsonism. Pathology Neurology (Hydrocephalus) None Subject System Topic"	"D. Impaired cerebrospinal fluid absorption

The correct answer is D"	General
"Which of the following best describes the underlying pathophysiology of this patient’s condition?
A. Antibody-mediated destruction of acetylcholine receptors at the neuromuscular junction B. Antibody-mediated destruction of pre-synaptic voltage-gated calcium channels C. Autoimmune destruction of Schwann cells and peripheral myelin D. T-cell-mediated attack on oligodendrocytes E. Viral infection leading to destruction of anterior horn motor neurons Multifocal hyperintense plaques, indicating MS. Wrong answer explanations: Choice A: Antibody-mediated destruction of acetylcholine receptors at the neuromuscular junction describes the pathophysiology of myasthenia gravis, an autoimmune disorder characterized by fluctuating skeletal muscle weakness that worsens with exertion and improves with rest. Patients often present with ptosis, diplopia, and difficulty chewing or swallowing. The mechanism involves autoantibodies blocking postsynaptic acetylcholine receptors, impairing neuromuscular transmission. Myasthenia gravis does not cause sensory disturbances or demyelinating CNS lesions. MRI findings would be normal in myasthenia gravis. Choice B: Antibody-mediated destruction of postsynaptic voltage-gated calcium channels describes Lambert-Eaton myasthenic syndrome (LEMS), a paraneoplastic autoimmune condition commonly associated with small cell lung cancer. In LEMS, impaired calcium influx reduces acetylcholine release at neuromuscular junctions, leading to proximal muscle weakness that improves with repeated use (facilitation). Autonomic symptoms such as dry mouth are common. LEMS is a presynaptic disorder distinct from MS and does not cause relapsing CNS demyelination or characteristic white matter lesions on MRI. Choice C: Autoimmune destruction of Schwann cells and peripheral myelin describes Guillain-Barré syndrome (GBS), an acute inflammatory demyelinating polyneuropathy often triggered by preceding infection. GBS leads to rapidly progressive ascending weakness, areflexia, and sometimes respiratory failure. It is a peripheral nervous system disorder that spares the central nervous system and is not associated with oligoclonal bands in CSF or disseminated white matter lesions. MRI in GBS would not show CNS plaques as seen in MS. Choice E: Viral infection of anterior horn cells with resulting neuronal necrosis describes poliomyelitis, caused by poliovirus infection leading to destruction of lower motor neurons. Poliomyelitis presents with asymmetric flaccid paralysis, muscle atrophy, and decreased reflexes without sensory loss. It primarily affects motor neurons in the anterior horn of the spinal cord and does not involve demyelination of white matter or produce characteristic MS plaques on MRI. There is no relapsing-remitting course in poliomyelitis. Bottom line: Multiple sclerosis is an autoimmune demyelinating disease caused by T-cell–mediated attack on oligodendrocytes, resulting in relapsing-remitting neurologic deficits and multifocal CNS plaques on MRI. Management includes acute corticosteroids for flares and disease-modifying therapy to reduce relapse risk and progression. Physiology Neurology (Autoimmune conditions) None Subject System Topic"	"D. T-cell-mediated attack on oligodendrocytes

The correct answer is D"	General
"Subject System Topic
A. abduction rather than pushing against a wall. Furthermore, the accessory nerve does not run along the lateral chest wall and is not typically at risk during mastectomy procedures. Accessory nerve Choice B: The axillary nerve arises from the posterior cord of the brachial plexus and passes through the quadrangular space near the surgical neck of the humerus. It provides motor innervation to the deltoid and teres minor muscles and sensory innervation to the skin over the lateral shoulder. Injury to this nerve is commonly seen in shoulder B. Axillary nerve dislocations, proximal humeral fractures, or incorrect crutch use—not during mastectomy. Clinical signs of axillary nerve injury include loss of arm abduction from 15–90 degrees and numbness over the lateral deltoid region, but not scapular winging. The nerve does not innervate the serratus anterior and has no role in anchoring the scapula to the C. thoracic wall. Given the absence of trauma to the shoulder and the presence of scapular winging, axillary nerve injury is inconsistent with this patient's presentation. Dorsal scapular nerve D. Choice C: The dorsal scapular nerve arises from the C5 root of the brachial plexus and innervates the rhomboid major, rhomboid minor, and levator scapulae muscles. Damage to this nerve can lead to weakness in scapular retraction and elevation, resulting in a mildly laterally displaced scapula. However, this presentation differs significantly from the Long thoracic nerve prominent medial scapular winging seen with serratus anterior dysfunction. Importantly, this nerve courses deep to the trapezius and is not located in the surgical field of a standard mastectomy, making it an unlikely candidate for iatrogenic injury in this case. The dorsal scapular nerve also does not contribute to scapular protraction or stabilization E. Thoracodorsal nerve against the thoracic wall. Choice E: The thoracodorsal nerve arises from the posterior cord and innervates the latissimus dorsi muscle, a large muscle involved in arm extension, adduction, and internal rotation. This nerve can indeed be injured during axillary lymph node dissection, as it travels in the axillary region. However, thoracodorsal nerve damage results in weakness with activities like climbing or swimming, not scapular winging. The latissimus dorsi does not stabilize the scapula against the thoracic wall; that role belongs to the serratus anterior. Additionally, this patient has no difficulty with powerful upper limb movements, but instead shows a prominent medial border of the scapula, indicating a serratus anterior issue. Bottom line: The long thoracic nerve innervates the serratus anterior and stabilizes the scapula. Injury leads to scapular winging, especially when pushing against resistance. Surgical trauma, particularly during mastectomy or axillary dissection, is a common cause. Anatomy Neurology (Disorders of peripheral nerves and muscles) None"	"E. Thoracodorsal nerve against the thoracic wall. Choice E: The thoracodorsal nerve arises from the posterior cord and innervates the latissimus dorsi muscle, a large muscle involved in arm extension, adduction, and internal rotation. This nerve can indeed be injured during axillary lymph node dissection, as it travels in the axillary region. However, thoracodorsal nerve damage results in weakness with activities like climbing or swimming, not scapular winging. The latissimus dorsi does not stabilize the scapula against the thoracic wall; that role belongs to the serratus anterior. Additionally, this patient has no difficulty with powerful upper limb movements, but instead shows a prominent medial border of the scapula, indicating a serratus anterior issue. Bottom line: The long thoracic nerve innervates the serratus anterior and stabilizes the scapula. Injury leads to scapular winging, especially when pushing against resistance. Surgical trauma, particularly during mastectomy or axillary dissection, is a common cause. Anatomy Neurology (Disorders of peripheral nerves and muscles) None

A 52-year-old man presents to the clinic due to a 1-week history of pain radiating down the back of his right leg"	General
"due to a problem with PICA (posterior inferior cerebellar artery). If they don’t list PICA, you can choose vertebral artery. Choice C and D: (Medial longitudinal fasciculus): Causes internuclear ophthalmoplegia (eye movement problems), not weakness or tongue deviation. Internuclear ophthalmoplegia (INO) is caused by a lesion in the medial longitudinal fasciculus (MLF), which connects the abducens nucleus (CN VI) of one side to the oculomotor nucleus (CN III) of the opposite side. The result is impaired adduction of the eye on the side of the lesion during horizontal gaze, while the abducting eye shows nystagmus. For example, a right MLF lesion means the right eye can't adduct when looking left. The most common cause in young adults is multiple sclerosis (MS) due to demyelination. In older adults, stroke (brainstem ischemia) is a common cause. Choice E: (Pyramidal tract decussation): This is also part of the corticospinal tract where fibers cross in the caudal medulla. A lesion here would affect the right-sided decussating fibers, which would cause weakness on the left side of the body (contralateral to the right-sided lesion). Since this patient has right-sided weakness and tongue deviation to the left, the lesion must be on the left side, not the right.
A. A B. B Bottom line: C. C Medial medullary syndrome = contralateral weakness + tongue deviation toward lesion → medial medulla → pyramidal tract decussation. Supplied by the paramedian branch of the anterior spinal artery (ASA). D. D Anatomy Neurology (Strokes & Stroke-related stuff) None Subject System Topic E. E F. F"	"B. B Bottom line:

The correct answer is B"	General
"Subject System Topic
A. Anosmia on the affected side B. Hyperacusis on the affected side C. Loss of gag reflex on the affected side D. Loss of taste sensation on the posterior third of the tongue E. Ptosis with impaired pupillary constriction on the affected side UMNL VS LMNL of facial nerve. Bell’s palsy is idiopathic in most cases but is thought to be related to viral reactivation (especially herpes simplex virus type 1) causing inflammation and edema of the facial nerve in the facial canal. Other causes of LMN facial palsy include Lyme disease, Ramsay Hunt syndrome (varicella-zoster virus), sarcoidosis, HIV, otitis media, and neoplasms compressing the nerve. Bilateral LMN palsy is rare but can be seen in Guillain-Barré syndrome and Lyme disease. Clinical features include inability to close the eye (risking exposure keratitis), drooping of the mouth, loss of nasolabial fold, drooling, decreased tearing, hyperacusis, and loss of taste sensation from the anterior tongue. Management of Bell’s palsy includes early administration of high-dose corticosteroids to reduce inflammation and improve nerve recovery; antivirals (eg, acyclovir) may be added if viral reactivation is suspected. Eye protection with lubricating drops and taping shut during sleep is crucial to prevent corneal damage. Most patients recover within weeks to months, but incomplete recovery or synkinesis (involuntary movement during voluntary contraction) can occur. Identifying secondary causes (eg, through serologic testing for Lyme disease in endemic areas) is important to guide targeted therapy. Wrong answer explanations: Choice A: Anosmia localizes to cranial nerve I or the olfactory bulbs/tracts at the cribriform plate and frontal base; common etiologies include head trauma with shearing of olfactory fila, viral URIs, sinonasal disease, and frontal lobe lesions. The facial nerve (VII) mediates facial expression, stapedius function, parasympathetics to lacrimal/submandibular/sublingual glands, and taste to the anterior two-thirds of the tongue via the chorda tympani—none of which generate true loss of smell. In LMN facial palsy, patients may report altered taste or dry eye/mouth, but olfaction is intact. Anosmia would not be expected in isolated Bell palsy, making this choice inconsistent with the lesion described. Choice C: The gag reflex depends on glossopharyngeal nerve (IX) afferents from the posterior oropharynx and vagus nerve (X) efferents to the pharyngeal constrictors; lesions of IX/X (eg, jugular foramen syndrome, brainstem stroke) abolish the reflex and cause dysphagia, dysphonia, and uvular deviation. The facial nerve (VII) does not contribute to the gag reflex circuitry. In Bell palsy, bulbar signs are absent; speech and swallowing are preserved apart from oral incompetence from lip weakness. Loss of gag reflex would indicate a different cranial neuropathy or lateral medullary pathology rather than an isolated facial nerve palsy. Choice D: Taste from the posterior one-third of the tongue is carried by cranial nerve IX (glossopharyngeal) via the lingual branch and the inferior (petrosal) ganglion to the nucleus solitarius; CN IX also supplies the carotid sinus/body and motor to stylopharyngeus. Bell palsy affects taste from the anterior two-thirds through the chorda tympani (VII) and may reduce salivation from submandibular/sublingual glands, but it spares CN IX territory. Loss of posterior third taste points to glossopharyngeal dysfunction (eg, skull base lesion, post-tonsillectomy injury), not an LMN facial neuropathy. Choice E: Ptosis with impaired pupillary constriction reflects oculomotor (CN III) dysfunction involving levator palpebrae superioris and parasympathetic fibers from the Edinger–Westphal nucleus; additional signs include a “down-and-out” eye and diplopia, while sympathetic lesions (Horner) cause mild ptosis with miosis and anhidrosis. In Bell palsy, the eyelid cannot close due to orbicularis oculi weakness (VII), producing lagophthalmos and exposure keratopathy—not true ptosis. Pupillary light responses remain normal because parasympathetic pathways travel with CN III, not CN VII. These findings separate facial nerve palsy from third-nerve or sympathetic lesions. Bottom line: Bell palsy is an LMN lesion of the ipsilateral CN VII causing complete unilateral facial weakness, loss of anterior tongue taste, impaired tear and saliva production, and sometimes hyperacusis from stapedius paralysis. Hyperacusis results from loss of ossicle-dampening by the stapedius. UMN lesions spare the forehead due to dual innervation, but LMN lesions affect the whole side. Treatment is corticosteroids, eye protection, and addressing underlying causes. Anatomy Neurology (Disorders of peripheral nerves and muscles) None"	"D. Loss of taste sensation on the posterior third of the tongue

The correct answer is D"	General
"most likely affected?
A. L1 B. T4 C. T8 D. T10 E. T12 Wrong answer explanations: Choice A: L1 corresponds to the inguinal region, which is below the umbilicus. While L1 involvement may contribute to motor findings or localized groin numbness, it does not match the patient’s description of sensory loss beginning at the umbilical level. L1 is too low to explain the observed sensory level. Choice B: T4 corresponds to the nipple line, which is significantly higher than the umbilicus. A lesion at this level would result in a sensory level at the mid-chest, not the mid-abdomen. This discrepancy in dermatomal distribution rules out T4 as the correct level. Choice C: T8 corresponds to a level just below the xiphoid process, which is still above the umbilicus. A lesion at T8 would cause a sensory level higher than this patient’s symptoms suggest. Given that the numbness begins at the navel, T8 is too high to be responsible for the deficit. Choice E: T12 innervates the suprapubic region, which is below the umbilicus. T12 involvement could affect lower abdominal sensation but not that of the umbilical level. The sensory level seen in this patient clearly begins at T10, making T12 too low. Bottom line: T10 innervates the umbilical dermatome, and sensory loss starting at the umbilicus suggests thoracic spinal cord compression at T10. This is a medical emergency in patients with metastatic cancer and warrants urgent MRI and corticosteroids to prevent irreversible damage. Anatomy Neurology (Spinal cord disorders) None Subject System Topic A 55-year-old man is admitted to the ICU for altered mental status and severe hyponatremia (serum Na⁺ = 112 mEq/L). He is treated with IV hypertonic saline. Over the next 48 hours, his sodium level rises to 137 mEq/L. On day 3, he becomes acutely unresponsive. Neurologic exam reveals complete quadriplegia, but he can open his eyes and blink to command. He cannot speak, move his face, or breathe spontaneously. MRI shows symmetric hyperintensity in the central pons, sparing the tegmentum. Which of the following structures is most likely affected?"	"B. T4

The correct answer is B"	General
"Choice D: While these tracts mediate voluntary motor control, medullary lesions usually cause contralateral weakness, not the complete paralysis seen in locked-in syndrome. Also, the MRI here localizes to the pons, not the medulla. Choice E: This carries fine touch and proprioception, not motor commands. Its involvement causes sensory deficits, not paralysis or eye findings. Choice F: Like choice D, these carry corticospinal tracts but do not explain the MRI findings localized to the pons, nor do they cause complete paralysis with preserved consciousness. Choice G: Loss of dopaminergic neurons here causes Parkinson disease, with resting tremor, rigidity, and bradykinesia—not acute paralysis or locked-in syndrome. Choice H: This area is spared in central pontine myelinolysis and houses structures necessary for consciousness and vertical eye movement, which remain intact. Its involvement would produce coma, not the locked-in state.
A. Anterior limb of internal capsule Bottom line: B. Basis pontis Central pontine myelinolysis from rapid sodium correction damages the basis pontis, leading to locked-in syndrome with preserved consciousness and vertical eye movement but complete motor paralysis. C. Caudate nucleus head Anatomy Neurology (Strokes & Stroke-related stuff) None D. Corticospinal tract in the medulla Subject System Topic E. Medial lemniscus of the midbrain F. Pyramids of the medulla G. Substantia nigra pars compacta H. Tegmentum of the pons"	"B. Basis pontis Central pontine myelinolysis from rapid sodium correction damages the basis pontis, leading to locked-in syndrome with preserved consciousness and vertical eye movement but complete motor paralysis.

The correct answer is B"	General
"Subject System Topic
A. Left lateral medulla B. Left medial medulla C. Left pons D. Right lateral medulla E. Right medial medulla Wrong answer explanations: Choice A: lateral medulla gives cranial nerve IX/X findings (hoarseness, dysphagia), not tongue deviation. Choice C: pons lesions usually affect cranial nerve VI (abducens palsy) or VII (facial droop), not tongue deviation or limb weakness. Choice D: lateral medulla gives hoarseness, dysphagia, and Horner syndrome — not tongue deviation or full body weakness. Choice E: medial medulla would fit, but the lesion is on the left, not the right, because the tongue points to the left. Bottom line: Tongue deviation and body weakness = medial medulla on the same side as the tongue points. Think ASA. Anatomy Neurology (Strokes & Stroke-related stuff) None"	"E. Right medial medulla Wrong answer explanations: Choice A: lateral medulla gives cranial nerve IX/X findings (hoarseness, dysphagia), not tongue deviation. Choice C: pons lesions usually affect cranial nerve VI (abducens palsy) or VII (facial droop), not tongue deviation or limb weakness. Choice D: lateral medulla gives hoarseness, dysphagia, and Horner syndrome — not tongue deviation or full body weakness. Choice E: medial medulla would fit, but the lesion is on the left, not the right, because the tongue points to the left. Bottom line: Tongue deviation and body weakness = medial medulla on the same side as the tongue points. Think ASA. Anatomy Neurology (Strokes & Stroke-related stuff) None

The correct answer is E"	General
"The correct answer is H
A. Cribriform plate B. Foramen magnum C. Foramen ovale D. Foramen rotundum E. Jugular foramen Wrong answer explanations: Choice A: The cribriform plate of the ethmoid bone transmits the olfactory nerve (CN I), responsible for smell. Damage here results in anosmia but would not affect swallowing, phonation, or pharyngeal reflexes. No other cranial nerves or vessels involved in this patient’s presentation pass through this foramina. Fracture of the cribriform plate may also lead to CSF rhinorrhea due to its communication with the anterior cranial fossa. This structure is unrelated to the gag or cough reflex. Choice B: The foramen magnum transmits the medulla oblongata, spinal roots of the accessory nerve (XI), vertebral arteries, and meninges. It allows communication between the cranial cavity and spinal canal but does not transmit cranial nerves IX or X, which are responsible for the gag and cough reflex afferents. Lesions here may cause quadriparesis and medullary dysfunction but would not selectively impair oropharyngeal sensation. The accessory nerve fibers enter through this foramen but exit through the jugular foramen. This foramen is anatomically unrelated to the presenting signs in this patient. Choice C: The foramen ovale transmits the mandibular division of the trigeminal nerve (V3), which supplies general sensation to the lower face, anterior two-thirds of the tongue, and motor innervation to the muscles of mastication. Damage here produces jaw weakness and mandibular sensory loss but not dysphagia, hoarseness, or loss of gag reflexes. The lesser petrosal nerve may also pass through but is unrelated to pharyngeal or laryngeal function. The glossopharyngeal and vagus nerves do not traverse this foramen. This option does not explain this patient's constellation of findings. Choice D: The foramen rotundum transmits the maxillary division of the trigeminal nerve (V2), which provides sensory innervation to the midface, including the cheek and upper lip. Lesions here would result in sensory loss over the V2 dermatome but would spare swallowing, phonation, and pharyngeal reflexes. The glossopharyngeal and vagus nerves do not traverse this foramen. Damage to V2 would not produce uvular deviation or hoarseness. This patient’s clinical findings are unrelated to pathology at the foramen rotundum. Bottom line: The jugular foramen transmits cranial nerves IX, X, and XI and is essential for pharyngeal sensation, phonation, and swallowing. Lesions at the jugular foramen cause jugular foramen (Vernet) syndrome, characterized by diminished gag reflex, hoarseness, dysphagia, and uvular deviation. Anatomy Neurology (Nerve injuries)"	"H. 

The correct answer is H"	General
